sample_id,sample_num,sample_mass_mg,N_reten_time_min,N_response,N_weight_mg,N_weight_per,NC_response_ratio,C_reten_time_min,C_response,C_weight_mg,C_weight_per,fire_scar,plot_id,horizon,date_processed,prehomog_wet_mass,x2_5_coarsewet_mass,above5_coarsewet_mass,rock_mass_g,rock_volume_ml,tin_number,tin_mass,tin_wet_mass_110,archive_wet_mass,airdry_wet_mass,x2_5_drybag_mass,above5_coarsedry_mass,tin_dry_110,archive_dry_60,radiocarbon_sample,extra_rock_mass,extra_rock_volume,notes.y,soil_depth_cm,corer_diam_cm
155,CCE155,20.167,1.98,499.368,0.076,0.38,0.022,3.16,22386.458,1.48,7.34,McCoy Creek,McCr1A,M1,11/19/24,445.21,0,0,0,0,18,0.99,20.12,60.06,262.63,0,0,13.23,36.74,1,NA,NA,no paper slip,5,6.98
157,CCE157,7.935,2,409.501,0.062,0.79,0.022,3.2,18639.614,1.206,15.2,McCoy Creek,McCr1B,M1,11/20/24,229.47,0.75,2.9,0,0,3,1,21.2,60.93,44.02,3.064,3.827,8.394,25.88,1,NA,NA,"no paper slip, made one",5,6.98
158,CCE158,8.01,1.98,247.053,0.038,0.47,0.023,3.28,10827.935,0.683,8.52,McCoy Creek,McCr1B,M2,NA,221.233,0,0,NA,NA,2,0.992,16.993,55.108,61.46,0,0,8.38,31.29,1,NA,NA,,5,6.98
160,CCE160,7.952,2.04,544.107,0.083,1.05,0.021,3.18,25690.111,1.727,21.72,McCoy Creek,McCr1C,M1,11/19/24,193.61,0,0,0,0,80,0.97,20.54,60.64,23.53,0,0,6.51,19.67,1,NA,NA,no paper slip,5,6.98
161,CCE161,10.06,2,459.915,0.068,0.68,0.02,3.16,22660.542,1.423,14.14,McCoy Creek,McCr1C,M2,11/20/24,220.42,0,0,0,0,5,1.01,21.2,60.09,43.99,0,0,9.11,28.65,1,NA,NA,,5,6.98
163,CCE163,19.849,2,527.972,0.08,0.4,0.022,3.14,23503.966,1.546,7.79,McCoy Creek,McCr2A,M1,11/22/24,242.77,0,0,0,0,14,1.03,20.92,59.15,63.21,0,0,10.72,27.386,1,NA,NA,3.767 g of sample fell out of archive sample bag before weighing dry sample. it could've possibly belonged to this sample. -HK 11/25/2024,5,6.98
164,CCE164,20.004,2,631.65,0.097,0.48,0.023,3.12,27069.237,1.812,9.06,McCoy Creek,McCr2A,M2,11/20/24,256.71,0,0,0,0,81,1.05,20.74,56.44,79.88,0,0,11.14,30.82,1,NA,NA,,5,6.98
166,CCE166,9.947,2,349.507,0.052,0.52,0.02,3.22,17487.57,1.066,10.72,McCoy Creek,McCr2B,M1,11/21/24,178.28,0,0,0,0,8,0.98,20.96,39.96,41.71,0,0,9.832,20.656,1,NA,NA,RC<100g,5,6.98
167,CCE167,8.074,1.98,200.704,0.031,0.38,0.021,3.3,9336.45,0.585,7.24,McCoy Creek,McCr2B,M2,11/22/24,230.2,0,0,0,0,15,1,20.95,57.43,53.28,0,0,10.663,31.522,1,NA,NA,3.767 g of sample fell out of archive sample bag before weighing dry sample. it could've possibly belonged to this sample. -HK 11/25/2024,5,6.98
169,CCE169,7.91,1.98,272.277,0.042,0.53,0.021,3.24,13042.726,0.827,10.46,McCoy Creek,McCr2C,M1,11/22/24,203.82,0.45,0,0,0,62,0.98,20.74,50.05,38.69,2.939,0,10.045,25.375,1,NA,NA,3.767 g of sample fell out of archive sample bag before weighing dry sample. it could've possibly belonged to this sample. -HK 11/25/2024,5,6.98
170,CCE170,9.981,1.98,343.308,0.051,0.51,0.021,3.22,16531.552,1.003,10.05,McCoy Creek,McCr2C,M2,11/22/24,232.06,0,0,0,0,16,0.98,20.95,58.61,54.4,0,0,10.063,30.098,1,NA,NA,3.767 g of sample fell out of archive sample bag before weighing dry sample. it could've possibly belonged to this sample. -HK 11/25/2024,5,6.98
172,CCE172,7.957,1.98,317.055,0.049,0.61,0.021,3.2,15357.556,0.982,12.35,McCoy Creek,McCr3A,M1,11/20/24,219.933,0.252,0,0,0,59,0.974,20.274,60.648,65.086,2.881,0,9.709,29.155,1,NA,NA,"small sample, RC<100g",5,6.98
173,CCE173,19.993,2,594.265,0.091,0.46,0.024,3.14,24773.001,1.643,8.22,McCoy Creek,McCr3A,M2,11/20/24,245.24,0,0,0,0,6,1,21.28,59.84,66.74,0,0,11.2,34.31,1,NA,NA,,5,6.98
175,CCE175,10.545,2.02,393.985,0.058,0.55,0.02,3.24,19923.099,1.23,11.67,McCoy Creek,McCr3B,M1,10/28/24,246.5,0,0,0,0,3,1,19.38,61.63,78.99,0,0,9.019,29.203,1,NA,NA,,5,6.98
176,CCE176,8.154,1.98,250.233,0.038,0.47,0.018,3.22,14294.538,0.915,11.22,McCoy Creek,McCr3B,M2,11/19/24,213.4,1.18,0,0,0,55,0.99,20.86,61.35,35.79,3.24,0,9.86,31.32,1,NA,NA,,5,6.98
178,CCE178,9.856,2.02,506.102,0.075,0.76,0.022,3.2,23255.642,1.465,14.87,McCoy Creek,McCr3C,M1,11/5/24,191.369,8.602,7.511,0,0,81,1.03,20.921,60.419,38.644,2.85,2.97,8.71,21.19,1,NA,NA,,5,6.98
179,CCE179,10.118,2,481.782,0.071,0.7,0.022,3.18,21461.126,1.337,13.22,McCoy Creek,McCr3C,M2,10/16/24,219.777,0,0,0,0,22,1.02,21.357,61.417,68.916,0,0,8.704,26.42,1,NA,NA,"small sample, RC<100g",5,6.98
181,CCE181,20.632,1.96,578.524,0.089,0.43,0.024,3.12,23783.016,1.571,7.61,McCoy Creek,McCr4A,M1,10/31/24,193.858,0,0,0,0,66,0.956,20.459,60.697,47.137,0,0,11.234,32.496,1,NA,NA,archive bag & tin left out overnight; tin kind of dried/dry. Put in oven @ 10am 11/01,5,6.98
182,CCE182,20.121,1.96,445.772,0.068,0.34,0.023,3.16,19575.095,1.272,6.32,McCoy Creek,McCr4A,M2,10/28/24,266.533,0,0,0,0,1,1.028,20.777,60.743,81.983,0,0,12.614,38.463,1,NA,NA,,5,6.98
184,CCE184,9.897,2.04,271.34,0.04,0.41,0.016,3.26,17428.957,1.062,10.73,McCoy Creek,McCr4B,M1,10/30/24,161.72,0.136,0,0,0,7,1.041,20.167,20.071,24.163,2.841,0,12.125,15.135,1,NA,NA,archive bag & tin left out overnight; tin kind of dried/dry. Put in oven @ 10am 11/01,5,6.98
185,CCE185,20.059,2.02,223.866,0.033,0.17,0.017,3.28,13243.57,0.791,3.94,McCoy Creek,McCr4B,M2,10/31/24,251.757,0,0,0,0,60,0.975,20.35,60.748,84.615,0,0,14.401,39.473,1,NA,NA,archive bag & tin left out overnight; tin kind of dried/dry. Put in oven @ 10am 11/01,5,6.98
187,CCE187,15.087,2.04,210.868,0.033,0.22,0.016,3.3,13110.254,0.838,5.55,McCoy Creek,McCr4C,M1,10/30/24,219.974,0.556,0,0,0,6,1.005,20.637,61.63,31.358,3.165,0,14.879,49.883,1,NA,NA,archive bag & tin left out overnight; tin kind of dried/dry. Put in oven @ 10am 11/01,5,6.98
188,CCE188,30.149,2.02,184.723,0.028,0.09,0.015,3.28,12551.2,0.748,2.48,McCoy Creek,McCr4C,M2,10/28/24,262.561,0.067,0,0.016,0.1,5,1.021,20.042,59.515,80.948,2.791,0,15.418,48.973,1,NA,NA,,5,6.98
191,CCE191,20.033,2,243.914,0.038,0.19,0.017,3.24,14567.662,0.933,4.66,McCoy Creek,McCr5B,M1,11/20/24,255.18,0,0,0,0,4,1.02,21.03,64.11,74.24,0,0,15.69,49.91,1,NA,NA,nothing written for 2-5 & above5 CWD dry; plugged in 0 because of wet weights,5,6.98
192,CCE192,15.017,2.02,246.268,0.038,0.26,0.018,3.28,13806.53,0.885,5.89,McCoy Creek,McCr5B,M2,10/30/24,276.804,0,0,0,0,9,1.002,22.176,60.831,99.224,0,0,15.712,45.441,1,NA,NA,archive bag & tin left out overnight; tin kind of dried/dry. Put in oven @ 10am 11/01,5,6.98
194,CCE194,14.881,2.04,174.987,0.028,0.19,0.017,3.32,10452.495,0.659,4.43,McCoy Creek,McCr5C,M1,11/1/24,240.86,0,0,0,0,62,0.99,20.76,57.82,68.51,0,0,14.562,43.923,1,NA,NA,,5,6.98
196,CCE196,29.965,2.02,172.344,0.026,0.09,0.021,3.34,8361.224,0.492,1.64,McCoy Creek,McCr6A,M1,10/29/24,265.98,0,0,0,0,59,0.96,20.46,60.75,92.38,0,0,16.567,51.13,1,NA,NA,,5,6.98
197,CCE197,30.151,2,303.795,0.045,0.15,0.02,3.26,15106.595,0.91,3.02,McCoy Creek,McCr6A,M2,11/12/24,279.41,0,0,0,0,80,0.968,20.649,60.655,102.368,0,0,16.091,50.892,1,NA,NA,,5,6.98
199,CCE199,40.006,2.06,146.453,0.022,0.06,0.02,3.4,7461.545,0.44,1.1,McCoy Creek,McCr6B,M1,10/30/24,289.49,0,0,0,0,8,0.998,21.367,60.405,105.548,0,0,18.131,54.79,1,NA,NA,archive bag & tin left out overnight; tin kind of dried/dry. Put in oven @ 10am 11/01,5,6.98
200,CCE200,79.994,2.1,181.856,0.027,0.03,0.019,3.42,9462.001,0.565,0.71,McCoy Creek,McCr6B,M2,11/1/24,340.58,0,0,0,0,55,1,20.45,60.04,173.28,0,0,17.017,46.202,1,NA,NA,labeled as 600 on archive and airdry bag; matched process date and tin number and re-labeled the bags as 200 (RC bag is still 600),5,6.98
202,CCE202,19.941,1.98,196.845,0.03,0.15,0.019,3.28,10280.888,0.647,3.24,McCoy Creek,McCr6C,M1,11/12/24,262.36,0,0,0,0,77,1.04,20.32,58.97,90.94,0,0,15.919,46.891,1,NA,NA,,5,6.98
204,CCE204,8.153,1.98,268.339,0.041,0.51,0.02,3.24,13327.846,0.849,10.42,Munson Creek,MuCr1A,M1,10/21/24,208.149,2.672,2.721,0,0,18,1.028,21.028,61.708,54.141,3.87,3.4,9.41,28.4,1,NA,NA,small sample; RC<100g,5,6.98
205,CCE205,8.133,1.98,560.839,0.086,1.05,0.022,3.12,25984.823,1.744,21.44,Munson Creek,MuCr1A,M2,NA,230.758,0.088,0,0,0,1,1.029,18.466,65.204,147.225,2.752,0,7.088,26.523,0,NA,NA,,5,6.98
207,CCE207,7.904,1.98,148.461,0.023,0.29,0.021,3.32,7197.662,0.446,5.64,Munson Creek,MuCr1B,M1,10/18/24,238.901,3.609,0.355,0,0,1,1.03,22.424,57.699,53.371,4.16,2.93,12.908,34.24,1,NA,NA,,5,6.98
208,CCE208,19.813,1.96,452.282,0.069,0.35,0.023,3.16,19838.607,1.298,6.55,Munson Creek,MuCr1B,M2,10/17/24,254.45,0,0,0,0,31,2.12,20.8,60.28,73.57,0,0,11.867,34.52,1,NA,NA,,5,6.98
210,CCE210,8.035,1.98,209.264,0.032,0.4,0.019,3.28,10922.863,0.689,8.58,Munson Creek,MuCr1C,M1,10/17/24,153.49,0.61,0,0,0,16,1,19.48,40.04,19.86,3.07,0,10.119,22.38,1,NA,NA,small sample,5,6.98
211,CCE211,5.203,2,517.73,0.076,1.47,0.02,3.16,25413.137,1.624,31.21,Munson Creek,MuCr1C,M2,10/16/24,190.717,0,0,0,0,8,0.996,20.289,41.276,31.892,0,0,5.937,13.95,1,NA,NA,small sample,5,6.98
214,CCE214,8.122,1.98,266.417,0.041,0.5,0.013,3.18,19801.062,1.295,15.95,Munson Creek,MuCr2B,M1,9/26/24,130.738,0,0,21.819,13,2,0.994,20.85,38.834,38.528,0,0,10.49,21.35,0,NA,NA,small sample,0,6.98
216,CCE216,8.012,1.98,271.652,0.042,0.52,0.014,3.18,19823.371,1.297,16.19,Munson Creek,MuCr2C,M1,10/24/24,108.61,2.968,5.976,3.974,1.6,25,1.018,20.297,37.712,40.313,3.961,4.666,9.93,20.628,0,NA,NA,RC<100g,4,6.98
218,CCE218,14.979,2.04,483.142,0.074,0.49,0.023,3.2,21015.571,1.387,9.26,Munson Creek,MuCr3A,M1,11/14/24,248.8,0,0,0,0,15,1,15.19,60.13,87.62,0,0,7.063,28.564,1,NA,NA,,5,6.98
219,CCE219,19.998,1.98,474.769,0.073,0.36,0.024,3.18,19470.555,1.264,6.32,Munson Creek,MuCr3A,M2,10/17/24,221.458,0.202,0.305,0,0,13,1.012,20.595,61.177,44.909,2.84,2.87,10.961,32.84,1,NA,NA,,4.5,6.98
221,CCE221,7.856,1.98,225.164,0.035,0.44,0.023,3.28,9881.723,0.621,7.9,Munson Creek,MuCr3B,M1,10/23/24,284.48,0,0,0,0,59,0.97,20.98,60.16,121.41,0,0,12.571,33.604,1,NA,NA,initially marked 10/18 but wasnt processed,5,6.98
222,CCE222,7.965,1.98,264.335,0.041,0.51,0.021,3.24,12631.016,0.8,10.04,Munson Creek,MuCr3B,M2,NA,283.577,0,0,0.256,0.2,3,1.003,23.185,63.719,95.121,0,0,12.997,36.67,1,NA,NA,,5,6.98
224,CCE224,8.151,1.98,341.321,0.052,0.64,0.022,3.22,15740.441,1.013,12.43,Munson Creek,MuCr3C,M1,11/7/24,269.41,0.047,0.217,0,0,78,1.01,20.36,60.8,97.44,3.6,3.13,7.68,20.29,1,NA,NA,,3,6.98
225,CCE225,8.145,1.98,364.869,0.056,0.69,0.021,3.2,17028.071,1.102,13.52,Munson Creek,MuCr3C,M2,10/17/24,392.35,0,0,0,0,18,0.99,20.41,102.49,166.92,0,0,7.618,36.28,1,NA,NA,"lots of sample, was frozen",8,6.98
227,CCE227,19.954,1.98,145.606,0.023,0.11,0.019,3.32,7653.945,0.471,2.36,Munson Creek,MuCr4A,M1,10/25/24,257.016,0,0,93.621,38,60,0.978,18.039,20.587,32.787,0,0,15.474,22.163,1,NA,NA,small sample; RC<100g,5,6.98
228,CCE228,40.273,2.02,178.739,0.027,0.07,0.019,3.32,9537.238,0.563,1.4,Munson Creek,MuCr4A,M2,11/1/24,263.34,0,0,94.1,39.9,10,1.021,20.55,28.12,42.76,0,0,18.279,28.29,0,NA,NA,"small sample; all rocks, tin unhomogenized",5,6.98
230,CCE230,29.928,2.02,292.768,0.043,0.15,0.018,3.26,15949.334,0.965,3.22,Munson Creek,MuCr4B,M1,10/31/24,228.38,0,0,104.88,44,64,0.98,20.5,20.2,5.41,0,0,18.581,21.242,1,NA,NA,so many rocks; archive bag & tin left out overnight; tin kind of dried/dry. Put in oven @ 10am 11/01,5,6.98
231,CCE231,39.939,2.04,322.253,0.048,0.12,0.017,3.26,19457.761,1.199,3,Munson Creek,MuCr4B,M2,10/28/24,346.79,0,0,176.3,72,4,1.02,20.6,20.92,22.03,0,0,18.825,22.036,1,NA,NA,lots of rocks,5,6.98
233,CCE233,19.983,1.98,324.974,0.05,0.25,0.02,3.22,15944.218,1.021,5.11,Munson Creek,MuCr4C,M1,10/29/24,319.21,0,0,116.28,46,55,0.99,20.71,58.47,23.92,0,0,17.06,50.181,1,NA,NA,lots of rocks,6.5,6.98
234,CCE234,149.752,1.98,220.484,0.035,0.02,0.023,3.26,9605.588,0.595,0.4,Munson Creek,MuCr4C,M2,10/23/24,399.61,0,0,113.189,42,26,1.048,20.699,60.407,112.645,0,0,19.449,53.382,1,NA,NA,,6.5,6.98
236,CCE236,8.005,2.04,449.432,0.067,0.83,0.021,3.24,20980.889,1.32,16.49,Munson Creek,MuCr5A,M1,10/25/24,250.44,0.04,0,29.98,14.5,1,1.02,18.37,45.79,45.28,2.763,0,10.039,28.453,1,NA,NA,,6,6.98
237,CCE237,20.219,2.02,335.276,0.05,0.25,0.019,3.22,17666.882,1.078,5.33,Munson Creek,MuCr5A,M2,11/22/24,213.96,0,0,68.32,31.8,11,1.02,17.83,27.71,31.44,0,0,14.287,27.962,1,NA,NA,"small sample, mostly rocks; dry archive larger than wet archive (+0.25g), wet weight could be incorrect",3.5,6.98
239,CCE239,15.063,1.94,475.064,0.073,0.49,0.019,3.08,25652.068,1.711,11.36,Munson Creek,MuCr5B,M1,10/29/24,207.481,0,0,40.539,17,2,0.993,15.554,40.901,34.625,0,0,9.888,30.15,1,NA,NA,small sample; RC<100g,5,6.98
240,CCE240,20.211,2,163.952,0.025,0.12,0.016,3.3,9960.617,0.588,2.91,Munson Creek,MuCr5B,M2,10/29/24,380.529,0,0,94.814,29,62,0.978,20.398,60.173,125.85,0,0,17.562,49.601,1,NA,NA,,5,6.98
242,CCE242,20.287,2.02,349.038,0.052,0.25,0.016,3.2,21498.253,1.34,6.61,Munson Creek,MuCr5C,M1,10/18/24,754.64,0,0,388.112,172,30,1.01,20.14,62.43,141.26,0,0,16.875,55,1,NA,NA,,14.5,6.98
244,CCE244,7.831,2,158,0.025,0.32,0.015,3.3,10435.183,0.655,8.37,Nugget Creek,NuCr1A,M1,11/25/24,197.09,0,0,3.46,1.8,15,1,20.81,40.07,39.22,0,0,12.34,26.18,1,NA,NA,,5,6.98
245,CCE245,20.181,2.02,161.096,0.024,0.12,0.02,3.34,8093.51,0.476,2.36,Nugget Creek,NuCr1A,M2,11/22/24,291.04,0,0,2.85,1.4,17,1.01,21.6,61.69,105.97,0,0,14.9,45.688,1,NA,NA,,5,6.98
247,CCE247,20.136,2.02,448.378,0.066,0.33,0.027,3.24,16847.682,1.023,5.08,Nugget Creek,NuCr1B,M1,11/25/24,172.65,0.32,0,2.49,1.1,66,0.96,20.7,41.83,44.87,2.86,0,12.6,28.23,1,NA,NA,small sample; RC<100g,5,6.98
248,CCE248,8.082,1.98,182.848,0.028,0.35,0.015,3.26,12333.531,0.783,9.69,Nugget Creek,NuCr1B,M2,10/16/24,184.363,0.32,0.21,0,0,10,1.019,20.123,40.55,26.942,2.86,2.78,11.438,25.98,1,NA,NA,small sample,5,6.98
250,CCE250,20.268,2,371.732,0.055,0.27,0.018,3.2,20354.644,1.26,6.22,Nugget Creek,NuCr1C,M1,11/21/24,202.8,0,0,4.83,2,7,1.04,20.66,39.98,41.7,0,0,12.471,26.595,1,NA,NA,,5,6.98
251,CCE251,19.853,1.98,237.634,0.037,0.18,0.016,3.22,14756.714,0.946,4.76,Nugget Creek,NuCr1C,M2,11/21/24,206.4,0,0,5.23,2,13,1.02,15.72,60.6,41.27,0,0,10.344,42.231,1,NA,NA,,5,6.98
254,CCE254,7.98,2,362.858,0.056,0.7,0.017,3.16,21221.464,1.396,17.5,Nugget Creek,NuCr2B,M1,10/17/24,130.178,0.28,0,0,0,32,2.125,20.071,40.168,34.09,2.93,0,9.131,19.15,1,NA,NA,small sample; took from RC,4.5,6.98
255,CCE255,20.135,2,241.207,0.037,0.18,0.017,3.24,14243.79,0.911,4.53,Nugget Creek,NuCr2B,M2,11/21/24,219.39,0,0,19.33,9.5,10,1.02,21.14,40.9,41.29,0,0,14.91,31.76,1,NA,NA,,4.5,6.98
257,CCE257,8.095,1.98,400.604,0.061,0.76,0.028,3.24,14261.43,0.912,11.27,Nugget Creek,NuCr2C,M1,11/25/24,150.62,0,0,14.28,6.6,60,0.98,20.4,29.73,23.24,0,0,10.55,18.24,1,NA,NA,small sample,4,6.98
259,CCE259,9.9,2.02,379.309,0.056,0.57,0.016,3.18,23903.081,1.512,15.28,Nugget Creek,NuCr3A,M1,11/22/24,150.26,0,0,0,0,60,0.97,17.13,31.3,50.57,0,0,8.831,19.585,1,NA,NA,small sample; RC<100g,5,6.98
260,CCE260,19.939,2,254.681,0.039,0.2,0.02,3.26,12711.375,0.808,4.05,Nugget Creek,NuCr3A,M2,11/25/24,263.36,0,0,0,0,64,0.97,20.95,59.38,86.73,0,0,12.91,39.34,1,NA,NA,,5,6.98
261,CCE261,20.027,1.98,187.905,0.029,0.14,0.019,3.28,9765.912,0.613,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,CCE262,15.081,2.02,236.125,0.037,0.24,0.017,3.26,13839.194,0.887,5.88,Nugget Creek,NuCr3B,M1,11/21/24,170.25,0,1.49,0,0,9,1,20.37,39.71,39.53,0,3.52,12.32,27.02,1,NA,NA,,5,6.98
263,CCE263,20.004,2.02,191.167,0.029,0.16,0.018,3.34,10537.903,0.642,3.54901,Nugget Creek,NuCr3B,M2,11/25/24,274.57,0,0,4.99,2.5,19,1,20.66,60.04,88.12,0,0,14.3,43.63,1,NA,NA,,5,6.98
265,CCE265,8.165,1.98,174.189,0.027,0.33,0.019,3.3,9043.042,0.566,6.93,Nugget Creek,NuCr3C,M1,11/27/24,175.23,2.74,0,0,0,62,1,15.23,41.86,48.79,3.674,0,9.272,27.681,1,NA,NA,,5,6.98
266,CCE266,19.995,2,487.62,0.075,0.37,0.019,3.14,25196.313,1.674,8.37,Nugget Creek,NuCr3C,M2,11/21/24,212.18,0.29,0,0,0,12,1.02,15.08,60.95,33.95,2.88,0,9.47,39.3,1,NA,NA,,5,6.98
268,CCE268,8.089,1.96,244.612,0.038,0.47,0.019,3.24,13088.305,0.833,10.3,Nugget Creek,NuCr4A,M1,11/4/24,133.273,0.544,0,7.101,4,12,1.026,20.259,16.136,23.78,3.2,0,12,14,1,NA,NA,small sample: RC<100g,5,6.98
269,CCE269,8.148,1.98,333.765,0.051,0.63,0.019,3.18,17842.816,1.158,14.21,Nugget Creek,NuCr4A,M2,11/15/24,202.9,0,0,11.68,2,64,0.97,15.86,40.79,32.75,0,0,8.734,23.8,1,NA,NA,,5,6.98
271,CCE271,8.158,1.98,196.418,0.03,0.37,0.019,3.28,10366.176,0.652,8,Nugget Creek,NuCr4B,M1,10/18/24,205.039,0.909,0,2.622,1,26,1.046,21.626,54.661,35.308,3.27,0,13.848,37.12,1,NA,NA,small sample,5,6.98
272,CCE272,20.015,1.96,165.695,0.026,0.13,0.024,3.3,6904.453,0.423,2.11,Nugget Creek,NuCr4B,M2,10/21/24,299.014,0.404,0,6.289,3,80,0.97,22.807,61.862,102.118,3.01,0,16.46,50.3,1,NA,NA,,5,6.98
274,CCE274,20.292,2.02,310.97,0.046,0.23,0.023,3.28,13695.228,0.82,4.04,Nugget Creek,NuCr4C,M1,11/6/24,256.559,0.4,0,53.249,24,15,1,20.77,42.784,46.397,3.12,0,16.56,41.27,1,NA,NA,small sample; took from RC,5,6.98
275,CCE275,8.17,1.98,263.045,0.04,0.49,0.017,3.22,15471.92,0.995,12.17,Nugget Creek,NuCr4C,M2,10/22/24,221.8,1.27,6.1,0,0,78,1.01,20.45,60.11,38.13,3.46,5.12,11.88,36.76,1,NA,NA,no rocks,5,6.98
277,CCE277,19.956,2,210.98,0.032,0.16,0.025,3.3,8584.344,0.536,2.69,Nugget Creek,NuCr5A,M1,10/24/24,223.98,0,0,63.2,38,28,1.01,19.99,15.38,27.14,0,0,15.27,14.706,1,NA,NA,small sample,3,6.98
278,CCE278,30.007,2.04,211.888,0.033,0.117333,0.03,3.38,7115.609,0.423,1.558911,Nugget Creek,NuCr5A,M2,10/22/24,225.818,0,0,18.171,7.8,79,0.981,21.311,42.11,42.889,0,0,16.98,36.09,1,NA,NA,,5,6.98
280,CCE280,20.047,2.02,292.765,0.043,0.22,0.026,3.3,11468.03,0.681,3.39,Nugget Creek,NuCr5B,M1,10/18/24,212.062,0.453,0.412,45.037,25,17,1.022,20.161,60.524,19.084,2.92,3,16.078,45.94,1,NA,NA,,5,6.98
281,CCE281,19.955,2,177.483,0.027,0.13,0.026,3.34,6880.743,0.405,2.03,Nugget Creek,NuCr5B,M2,11/15/24,221.97,0,0,31.71,16.2,17,1.02,20.06,25.4,31.39,0,0,16.563,27.558,1,NA,NA,small sample,5,6.98
283,CCE283,8.105,1.98,189.321,0.029,0.36,0.017,3.28,10881.981,0.686,8.47,Nugget Creek,NuCr5C,M1,10/21/24,290.535,1.31,0,68.161,23,3,1.003,20.577,63.454,34.046,3.36,0,14.84,47.64,1,NA,NA,,7,6.98
285,CCE285,8.183,1.98,145.562,0.023,0.28,0.016,3.3,8923.484,0.558,6.82,Nugget Creek,NuCr6A,M1,10/18/24,308.436,0,0,80.851,32,27,1.01,20.489,60.536,62.745,0,0,14.093,40.52,1,8.6,3,,10,6.98
286,CCE286,20.015,2.04,289.967,0.043,0.21,0.021,3.32,13768.205,0.824,4.12,Nugget Creek,NuCr6A,M2,10/21/24,252.5,0.29,0,42.95,90.6,6,1.01,18.58,39.59,47.63,2.97,0,12.43,33.64,1,NA,NA,"286 documented under 292, had to be moved based on paper slip in RC bag confirming correct ID samples; all data transferred, 100% resolved",5,6.98
288,CCE288,19.847,2,269.269,0.041,0.21,0.021,3.26,12720.062,0.806,4.06,Nugget Creek,NuCr6B,M1,11/1/24,295.76,3.18,0,125.92,56.2,11,1.02,18.89,23.96,42.19,3.997,0,15.358,23.523,1,NA,NA,small sample; sieved,7.5,6.98
289,CCE289,20.213,2.02,176.174,0.026,0.13,0.03,3.36,5868.091,0.346,1.71,Nugget Creek,NuCr6B,M2,10/25/24,107.324,0.25,1.232,31.998,32.863,29,1.041,15.019,21.305,32.863,2.936,3.564,12.573,22.367,0,NA,NA,RC<100g,2,6.98
291,CCE291,20.136,1.98,237.971,0.037,0.18,0.024,3.28,9806.851,0.616,3.06,Nugget Creek,NuCr6C,M1,10/18/24,198.505,0.431,0,55.747,20,28,1.007,20.484,40.662,37.585,3.04,0,17.623,31.64,1,5.26,3,,4.5,6.98
292,CCE292,20.118,2,169.59,0.025,0.13,0.032,3.36,5377.169,0.317,1.58,Nugget Creek,NuCr6C,M2,10/22/24,226.161,0.282,0,35.284,55.2,75,1.027,20.818,40.901,28.301,2.9,0,17.94,38.08,1,NA,NA,,5,6.98
294,CCE294,39.958,2,295.302,0.044,0.11,0.021,3.26,14222.417,0.853,2.14,Teklanika,Tekl1A,M1,NA,297.545,0.075,0,0,0,75,1.031,21.48,59.093,122.344,2.75,0,15.83,45.66,1,NA,NA,,5,6.98
295,CCE295,40.573,1.94,140.54,0.024,0.06,0.025,3.3,5730.44,0.346,0.85,Teklanika,Tekl1A,M2,11/15/24,326.203,0.062,0,0,0,76,0.967,22.116,58.594,147.492,2.781,0,16.928,47.465,1,NA,NA,,5,6.98
297,CCE297,15.055,2.02,237.797,0.037,0.25,0.02,3.3,11715.647,0.744,4.94,Teklanika,Tekl1B,M1,9/26/24,206.088,0,0,90.967,48,21,1.042,21.637,45.128,54.048,0,0,13.42,31.53,0,NA,NA,small sample,5,6.98
298,CCE298,30.007,2.04,181.832,0.027,0.09,0.023,3.38,7788.853,0.458,1.53,Teklanika,Tekl1B,M2,11/8/24,289.69,0,0,177.03,115,92,1.01,20,20.88,7.32,0,0,16.846,22.036,1,NA,NA,small sample,5,6.98
300,CCE300,60.094,2.02,337.935,0.05,0.08,0.019,3.26,17968.377,1.117,1.86,Teklanika,Tekl1C,M1,11/13/24,538.29,0,0,308.39,104.5,81,1.03,18.82,50.41,64.26,0,0,14.575,44.361,1,NA,NA,,5,6.98
301,CCE301,80.276,2.06,180.61,0.027,0.03,0.02,3.38,9142.789,0.545,0.68,Teklanika,Tekl1C,M2,11/8/24,357.44,0,0,174.35,64.8,79,0.98,16.12,27.79,33.97,0,0,14.59,31.08,1,NA,NA,"small sample, lots of rocks",5,6.98
303,CCE303,14.853,2.02,363.456,0.056,0.38,0.025,3.26,14301.995,0.918,6.18,Teklanika,Tekl2A,M1,9/27/24,256.436,0,0,0,0,3,1.001,20.014,66.6,174.732,0,0,11.6,39.77,0,NA,NA,no rocks or CWD,5,6.98
304,CCE304,19.983,1.98,201.551,0.031,0.16,0.027,3.32,7502.364,0.466,2.33,Teklanika,Tekl2A,M2,NA,304.83,0.04,0,0,0,66,0.96,20.96,60.03,39.49,2.757,0,13.584,42.626,1,NA,NA,likely done 11/13; 2-5 CWD dried @ 110C for 24hrs before being transferred to 60C oven,5,6.98
