date,fire_scar,site,plot,location,site_notes,plant_species,plant_species_cover,veg_cover_notes,photos,plant_photos
8/1/2025,Yukon Creek,YUCR1,B,3 m,Ground cover for this plot was difficult given that I couldn’t really see the ground with a bunch of plant cover. Did my best:/,Coarse woody debris,20,,6ef71c62-44ac-48af-9dde-4eb50cda65af,
8/1/2025,Yukon Creek,YUCR1,B,3 m,Ground cover for this plot was difficult given that I couldn’t really see the ground with a bunch of plant cover. Did my best:/,Fine Woody Debris,5,,6ef71c62-44ac-48af-9dde-4eb50cda65af,
8/5/2025,Troublesome,TROU4,A,3 m,,Picea mariana,0.1,,76cc0a7e-304e-4f03-861e-a5a27019ab8d,
8/5/2025,Troublesome,TROU4,A,3 m,,Vaccinium uliginosum,12,,76cc0a7e-304e-4f03-861e-a5a27019ab8d,
8/5/2025,Troublesome,TROU4,A,3 m,,Vaccinium vitis-idaea,5,,76cc0a7e-304e-4f03-861e-a5a27019ab8d,
8/5/2025,Troublesome,TROU4,A,3 m,,Betula glandulosa,5,,76cc0a7e-304e-4f03-861e-a5a27019ab8d,
8/5/2025,Troublesome,TROU4,A,3 m,,Petasites frigidus,5,,76cc0a7e-304e-4f03-861e-a5a27019ab8d,
8/5/2025,Troublesome,TROU4,A,3 m,,Alnus viridis,2,,76cc0a7e-304e-4f03-861e-a5a27019ab8d,
8/5/2025,Troublesome,TROU4,A,3 m,,Calamagrostis spp,5,,76cc0a7e-304e-4f03-861e-a5a27019ab8d,
8/5/2025,Troublesome,TROU4,A,3 m,,Equisetum sylvaticum,5,,76cc0a7e-304e-4f03-861e-a5a27019ab8d,
8/5/2025,Troublesome,TROU4,A,3 m,,Equisetum arvense,1,,76cc0a7e-304e-4f03-861e-a5a27019ab8d,
8/5/2025,Troublesome,TROU4,A,3 m,,Equisetum scirpoides,5,,76cc0a7e-304e-4f03-861e-a5a27019ab8d,
8/5/2025,Troublesome,TROU4,A,3 m,,Epilobium angustifolium [Chamerion angustifolium],2,,76cc0a7e-304e-4f03-861e-a5a27019ab8d,
8/5/2025,Troublesome,TROU4,A,3 m,,Fine Woody Debris,7,,76cc0a7e-304e-4f03-861e-a5a27019ab8d,
8/5/2025,Troublesome,TROU4,A,3 m,,Coarse woody debris,3,,76cc0a7e-304e-4f03-861e-a5a27019ab8d,
8/5/2025,Troublesome,TROU4,A,3 m,,Linnaea borealis,0.1,,76cc0a7e-304e-4f03-861e-a5a27019ab8d,
8/5/2025,Troublesome,TROU4,A,3 m,,Oxycoccus microcarpos [Vaccinium oxycoccos],0.1,,76cc0a7e-304e-4f03-861e-a5a27019ab8d,
8/5/2025,Troublesome,TROU4,A,3 m,,Ledum palustre subsp. decumbens [Rhododendron tomentosum],1,,76cc0a7e-304e-4f03-861e-a5a27019ab8d,
8/5/2025,Troublesome,TROU4,A,3 m,,Rubus chamaemorus,1,,76cc0a7e-304e-4f03-861e-a5a27019ab8d,
8/8/2025,Isom,ISOM2,C,6 m,,Arctagrostis latifolia,8,,1726cc28-8462-437f-b258-63c8929919e3,
8/8/2025,Isom,ISOM2,C,6 m,,Spiraea beauverdiana (stevenii),12,,1726cc28-8462-437f-b258-63c8929919e3,
8/8/2025,Isom,ISOM2,C,6 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],15,,1726cc28-8462-437f-b258-63c8929919e3,
8/8/2025,Isom,ISOM2,C,6 m,,Equisetum sylvaticum,5,,1726cc28-8462-437f-b258-63c8929919e3,
8/8/2025,Isom,ISOM2,C,6 m,,Vaccinium vitis-idaea,2,,1726cc28-8462-437f-b258-63c8929919e3,
8/8/2025,Isom,ISOM2,C,6 m,,Coarse woody debris,20,,1726cc28-8462-437f-b258-63c8929919e3,
8/8/2025,Isom,ISOM2,C,6 m,,Fine Woody Debris,5,,1726cc28-8462-437f-b258-63c8929919e3,
8/1/2025,Yukon Creek,YUCR1,B,9 m,,Coarse woody debris,20,,871d2177-37db-4cac-b515-f3db120e5885,
8/1/2025,Yukon Creek,YUCR1,B,9 m,,Fine Woody Debris,10,,871d2177-37db-4cac-b515-f3db120e5885,
8/1/2025,Yukon Creek,YUCR1,B,9 m,,Epilobium angustifolium [Chamerion angustifolium],3,,871d2177-37db-4cac-b515-f3db120e5885,
8/1/2025,Yukon Creek,YUCR1,B,9 m,,Vaccinium uliginosum,3,,871d2177-37db-4cac-b515-f3db120e5885,
8/1/2025,Yukon Creek,YUCR1,B,9 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],8,,871d2177-37db-4cac-b515-f3db120e5885,
8/1/2025,Yukon Creek,YUCR1,B,9 m,,Rubus chamaemorus,3,,871d2177-37db-4cac-b515-f3db120e5885,
8/1/2025,Yukon Creek,YUCR1,B,9 m,,Calamagrostis spp.,1,,871d2177-37db-4cac-b515-f3db120e5885,
8/1/2025,Yukon Creek,YUCR1,B,9 m,,Vaccinium vitis-idaea,0.1,,871d2177-37db-4cac-b515-f3db120e5885,
8/1/2025,Yukon Creek,YUCR1,B,9 m,,Equisetum sylvaticum,50,,871d2177-37db-4cac-b515-f3db120e5885,
7/26/2025,Slate,SLAT2,A,9 m,,Betula glandulosa,3,,d7a71612-758d-4cb2-9d7c-2335c4b4759f,
7/26/2025,Slate,SLAT2,A,9 m,,Rubus chamaemorus,7,,d7a71612-758d-4cb2-9d7c-2335c4b4759f,
7/26/2025,Slate,SLAT2,A,9 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],2,,d7a71612-758d-4cb2-9d7c-2335c4b4759f,
7/26/2025,Slate,SLAT2,A,9 m,,Eriophorum vaginatum,3,,d7a71612-758d-4cb2-9d7c-2335c4b4759f,
7/26/2025,Slate,SLAT2,A,9 m,,Unknown grass 1,1,,d7a71612-758d-4cb2-9d7c-2335c4b4759f,
7/26/2025,Slate,SLAT2,A,9 m,,Vaccinium uliginosum,1,,d7a71612-758d-4cb2-9d7c-2335c4b4759f,
7/26/2025,Slate,SLAT2,A,9 m,,Vaccinium vitis-idaea,1,,d7a71612-758d-4cb2-9d7c-2335c4b4759f,
7/26/2025,Slate,SLAT2,A,9 m,,Picea mariana,0.1,,d7a71612-758d-4cb2-9d7c-2335c4b4759f,
7/26/2025,Slate,SLAT2,A,9 m,,Fine Woody Debris,4,,d7a71612-758d-4cb2-9d7c-2335c4b4759f,
7/31/2025,Globe,GLOB1,C,6 m,,Coarse woody debris,2,,87948154-e354-490c-8908-0a9304bbb179,
7/31/2025,Globe,GLOB1,C,6 m,,Fine Woody Debris,3,3,87948154-e354-490c-8908-0a9304bbb179,
7/31/2025,Globe,GLOB1,C,6 m,,Snag,10,,87948154-e354-490c-8908-0a9304bbb179,
7/31/2025,Globe,GLOB1,C,6 m,,Eriophorum vaginatum,2,,87948154-e354-490c-8908-0a9304bbb179,
7/31/2025,Globe,GLOB1,C,6 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],3,,87948154-e354-490c-8908-0a9304bbb179,
7/31/2025,Globe,GLOB1,C,6 m,,Rubus chamaemorus,3,,87948154-e354-490c-8908-0a9304bbb179,
7/31/2025,Globe,GLOB1,C,6 m,,Spiraea beauverdiana (stevenii),3,,87948154-e354-490c-8908-0a9304bbb179,
7/31/2025,Globe,GLOB1,C,6 m,,Unknown grass 1,1,,87948154-e354-490c-8908-0a9304bbb179,
7/31/2025,Globe,GLOB1,C,6 m,,Vaccinium vitis-idaea,2,,87948154-e354-490c-8908-0a9304bbb179,
8/5/2025,Troublesome,TROU5,B,9 m,,Ledum palustre subsp. decumbens [Rhododendron tomentosum],24,,197bb533-359f-4995-b244-678b099c3a5f,
8/5/2025,Troublesome,TROU5,B,9 m,,Vaccinium vitis-idaea,13,,197bb533-359f-4995-b244-678b099c3a5f,
8/5/2025,Troublesome,TROU5,B,9 m,,Betula nana,8,,197bb533-359f-4995-b244-678b099c3a5f,
8/5/2025,Troublesome,TROU5,B,9 m,,Coarse woody debris,3,,197bb533-359f-4995-b244-678b099c3a5f,
8/5/2025,Troublesome,TROU5,B,9 m,,Fine Woody Debris,3,,197bb533-359f-4995-b244-678b099c3a5f,
8/5/2025,Troublesome,TROU5,B,9 m,,Vaccinium uliginosum,4,,197bb533-359f-4995-b244-678b099c3a5f,
8/5/2025,Troublesome,TROU5,B,9 m,,Carex spp,5,,197bb533-359f-4995-b244-678b099c3a5f,
8/5/2025,Troublesome,TROU5,B,9 m,,Rubus chamaemorus,1,,197bb533-359f-4995-b244-678b099c3a5f,
8/5/2025,Troublesome,TROU5,B,9 m,,Picea mariana,0.1,,197bb533-359f-4995-b244-678b099c3a5f,
8/5/2025,Troublesome,TROU5,B,9 m,,Polygonum spp,8,,197bb533-359f-4995-b244-678b099c3a5f,
8/3/2025,Chitanana,CHIT1,C,3 m,,Betula nana,12,,ef7b21b5-6175-4059-92ed-633c50320b38,
8/3/2025,Chitanana,CHIT1,C,3 m,,Eriophorum vaginatum,8,,ef7b21b5-6175-4059-92ed-633c50320b38,
8/3/2025,Chitanana,CHIT1,C,3 m,,Carex spp,10,,ef7b21b5-6175-4059-92ed-633c50320b38,
8/3/2025,Chitanana,CHIT1,C,3 m,,Vaccinium uliginosum,15,,ef7b21b5-6175-4059-92ed-633c50320b38,
8/3/2025,Chitanana,CHIT1,C,3 m,,Vaccinium vitis-idaea,5,,ef7b21b5-6175-4059-92ed-633c50320b38,
8/3/2025,Chitanana,CHIT1,C,3 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],4,,ef7b21b5-6175-4059-92ed-633c50320b38,
8/3/2025,Chitanana,CHIT1,C,3 m,,Fine Woody Debris,3,,ef7b21b5-6175-4059-92ed-633c50320b38,
8/3/2025,Chitanana,CHIT1,C,3 m,,Coarse woody debris,5,,ef7b21b5-6175-4059-92ed-633c50320b38,
8/8/2025,Isom,ISOM4,A,3 m,,Coarse woody debris,3,,c7675241-7d04-441b-bbe8-1bc2406a8df5,
8/8/2025,Isom,ISOM4,A,3 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],7,,c7675241-7d04-441b-bbe8-1bc2406a8df5,
8/8/2025,Isom,ISOM4,A,3 m,,Picea mariana,0.1,,c7675241-7d04-441b-bbe8-1bc2406a8df5,
8/8/2025,Isom,ISOM4,A,3 m,,Betula glandulosa,1,,c7675241-7d04-441b-bbe8-1bc2406a8df5,
8/8/2025,Isom,ISOM4,A,3 m,,Equisetum scirpoides,2,,c7675241-7d04-441b-bbe8-1bc2406a8df5,
8/8/2025,Isom,ISOM4,A,3 m,,Fine Woody Debris,1,,c7675241-7d04-441b-bbe8-1bc2406a8df5,
8/8/2025,Isom,ISOM4,A,3 m,,Arctagrostis latifolia,2,,c7675241-7d04-441b-bbe8-1bc2406a8df5,
8/8/2025,Isom,ISOM4,A,3 m,,Vaccinium uliginosum,10,,c7675241-7d04-441b-bbe8-1bc2406a8df5,
8/8/2025,Isom,ISOM4,A,3 m,,Vaccinium vitis-idaea,2,,c7675241-7d04-441b-bbe8-1bc2406a8df5,
8/8/2025,Isom,ISOM4,A,3 m,,Equisetum arvense,2,,c7675241-7d04-441b-bbe8-1bc2406a8df5,
7/22/2025,Aggie,AGCR6,B,3 m,,Picea mariana,2,,baf2a6f7-57e4-495c-9c66-64ba90e54079,
7/22/2025,Aggie,AGCR6,B,3 m,,Achillea sibirica,2,,baf2a6f7-57e4-495c-9c66-64ba90e54079,
7/22/2025,Aggie,AGCR6,B,3 m,,Epilobium angustifolium [Chamerion angustifolium],5,,baf2a6f7-57e4-495c-9c66-64ba90e54079,
7/22/2025,Aggie,AGCR6,B,3 m,,Betula neoalaskana,4,,baf2a6f7-57e4-495c-9c66-64ba90e54079,
7/22/2025,Aggie,AGCR6,B,3 m,,Vaccinium vitis-idaea,0.1,,baf2a6f7-57e4-495c-9c66-64ba90e54079,
7/22/2025,Aggie,AGCR6,B,3 m,,Coarse woody debris,10,,baf2a6f7-57e4-495c-9c66-64ba90e54079,
7/22/2025,Aggie,AGCR6,B,3 m,,Fine Woody Debris,7,,baf2a6f7-57e4-495c-9c66-64ba90e54079,
7/22/2025,Aggie,AGCR6,B,3 m,,Unknown grass 1,1,,baf2a6f7-57e4-495c-9c66-64ba90e54079,
7/22/2025,Aggie,AGCR6,B,3 m,,Equisetum sylvaticum,70,,baf2a6f7-57e4-495c-9c66-64ba90e54079,
7/21/2025,Aggie,AGCR3,B,3 m,,Picea mariana,30,,"f13d86d8-e473-478b-8512-ae0a7c08d5ff,273b4093-647a-4c9f-81fb-eadb3be2dc5e",
7/21/2025,Aggie,AGCR3,B,3 m,,Carex bigelowii,2,,"f13d86d8-e473-478b-8512-ae0a7c08d5ff,273b4093-647a-4c9f-81fb-eadb3be2dc5e",
7/21/2025,Aggie,AGCR3,B,3 m,,Ledum palustre subsp. decumbens [Rhododendron tomentosum],6,,"f13d86d8-e473-478b-8512-ae0a7c08d5ff,273b4093-647a-4c9f-81fb-eadb3be2dc5e",
7/21/2025,Aggie,AGCR3,B,3 m,,Vaccinium uliginosum,4,,"f13d86d8-e473-478b-8512-ae0a7c08d5ff,273b4093-647a-4c9f-81fb-eadb3be2dc5e",
7/21/2025,Aggie,AGCR3,B,3 m,,Vaccinium vitis-idaea,10,,"f13d86d8-e473-478b-8512-ae0a7c08d5ff,273b4093-647a-4c9f-81fb-eadb3be2dc5e",
7/21/2025,Aggie,AGCR3,B,3 m,,Equisetum sylvaticum,14,,"f13d86d8-e473-478b-8512-ae0a7c08d5ff,273b4093-647a-4c9f-81fb-eadb3be2dc5e",
7/31/2025,Globe,GLOB2,B,9 m,,Vaccinium uliginosum,0.1,,f28e99e7-0caf-4006-ae3a-8cb44f812816,
7/31/2025,Globe,GLOB2,B,9 m,,Vaccinium vitis-idaea,1,,f28e99e7-0caf-4006-ae3a-8cb44f812816,
7/31/2025,Globe,GLOB2,B,9 m,,Rubus chamaemorus,1,,f28e99e7-0caf-4006-ae3a-8cb44f812816,
7/31/2025,Globe,GLOB2,B,9 m,,Calamagrostis,1,,f28e99e7-0caf-4006-ae3a-8cb44f812816,
7/31/2025,Globe,GLOB2,B,9 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],5,,f28e99e7-0caf-4006-ae3a-8cb44f812816,
7/31/2025,Globe,GLOB2,B,9 m,,Chamaedaphne calyculata,1,,f28e99e7-0caf-4006-ae3a-8cb44f812816,
7/31/2025,Globe,GLOB2,B,9 m,,Eriophorum vaginatum,12,,f28e99e7-0caf-4006-ae3a-8cb44f812816,
7/31/2025,Globe,GLOB2,B,9 m,,Betula neoalaskana,1,,f28e99e7-0caf-4006-ae3a-8cb44f812816,
7/31/2025,Globe,GLOB2,B,9 m,,Equisetum arvense,1,,f28e99e7-0caf-4006-ae3a-8cb44f812816,
7/31/2025,Globe,GLOB2,B,9 m,,Fine Woody Debris,8,,f28e99e7-0caf-4006-ae3a-8cb44f812816,
7/31/2025,Globe,GLOB2,B,9 m,,Coarse woody debris,1,,f28e99e7-0caf-4006-ae3a-8cb44f812816,
8/1/2025,Yukon Creek,YUCR2,C,3 m,,Equisetum sylvaticum,40,,7111dde1-9b86-4a29-85c9-df144ad78b7b,
8/1/2025,Yukon Creek,YUCR2,C,3 m,,Betula neoalaskana,1,,7111dde1-9b86-4a29-85c9-df144ad78b7b,
8/1/2025,Yukon Creek,YUCR2,C,3 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],1,,7111dde1-9b86-4a29-85c9-df144ad78b7b,
8/1/2025,Yukon Creek,YUCR2,C,3 m,,Epilobium angustifolium [Chamerion angustifolium],1,,7111dde1-9b86-4a29-85c9-df144ad78b7b,
8/1/2025,Yukon Creek,YUCR2,C,3 m,,Coarse woody debris,20,,7111dde1-9b86-4a29-85c9-df144ad78b7b,
8/1/2025,Yukon Creek,YUCR2,C,3 m,,Fine Woody Debris,2,,7111dde1-9b86-4a29-85c9-df144ad78b7b,
7/22/2025,Aggie,AGCR5,C,6 m,,Ledum palustre subsp. decumbens [Rhododendron tomentosum],15,,18022e29-b77c-4222-910c-4b89cf6bb6ed,
7/22/2025,Aggie,AGCR5,C,6 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],23,,18022e29-b77c-4222-910c-4b89cf6bb6ed,
7/22/2025,Aggie,AGCR5,C,6 m,,Picea mariana,8,,18022e29-b77c-4222-910c-4b89cf6bb6ed,
7/22/2025,Aggie,AGCR5,C,6 m,,Vaccinium uliginosum,3,,18022e29-b77c-4222-910c-4b89cf6bb6ed,
7/22/2025,Aggie,AGCR5,C,6 m,,Vaccinium vitis-idaea,2,,18022e29-b77c-4222-910c-4b89cf6bb6ed,
7/22/2025,Aggie,AGCR5,C,6 m,,Rubus chamaemorus,3,,18022e29-b77c-4222-910c-4b89cf6bb6ed,
7/22/2025,Aggie,AGCR5,C,6 m,,Betula neoalaskana,0.1,,18022e29-b77c-4222-910c-4b89cf6bb6ed,
7/22/2025,Aggie,AGCR5,C,6 m,,Equisetum sylvaticum,18,,18022e29-b77c-4222-910c-4b89cf6bb6ed,
7/22/2025,Aggie,AGCR5,C,6 m,,Equisetum arvense,8,,18022e29-b77c-4222-910c-4b89cf6bb6ed,
7/22/2025,Aggie,AGCR5,C,6 m,,Unknown grass 1,2,,18022e29-b77c-4222-910c-4b89cf6bb6ed,
7/22/2025,Aggie,AGCR5,C,6 m,,Cornus canadensis,1,,18022e29-b77c-4222-910c-4b89cf6bb6ed,
8/5/2025,Troublesome,TROU4,A,6 m,,Vaccinium uliginosum,20,,ac67242c-aa1d-4a59-b24b-b142191afe4f,
8/5/2025,Troublesome,TROU4,A,6 m,,Vaccinium vitis-idaea,3,,ac67242c-aa1d-4a59-b24b-b142191afe4f,
8/5/2025,Troublesome,TROU4,A,6 m,,Ledum palustre subsp. decumbens [Rhododendron tomentosum],3,,ac67242c-aa1d-4a59-b24b-b142191afe4f,
8/5/2025,Troublesome,TROU4,A,6 m,,Carex spp,8,,ac67242c-aa1d-4a59-b24b-b142191afe4f,
8/5/2025,Troublesome,TROU4,A,6 m,,Petasites frigidus,2,,ac67242c-aa1d-4a59-b24b-b142191afe4f,
8/5/2025,Troublesome,TROU4,A,6 m,,Salix spp,2,,ac67242c-aa1d-4a59-b24b-b142191afe4f,
8/5/2025,Troublesome,TROU4,A,6 m,,Equisetum arvense,2,,ac67242c-aa1d-4a59-b24b-b142191afe4f,
8/5/2025,Troublesome,TROU4,A,6 m,,Fine Woody Debris,8,,ac67242c-aa1d-4a59-b24b-b142191afe4f,
8/5/2025,Troublesome,TROU4,A,6 m,,Equisetum scirpoides,1,,ac67242c-aa1d-4a59-b24b-b142191afe4f,
7/21/2025,Aggie,AGCR1,C,3 m,,Salix spp,25,,7800d39c-3283-4ca6-8835-44889778a8cd,
7/21/2025,Aggie,AGCR1,C,3 m,,Betula neoalaskana,5,,7800d39c-3283-4ca6-8835-44889778a8cd,
7/21/2025,Aggie,AGCR1,C,3 m,,Polygonum spp,2,,7800d39c-3283-4ca6-8835-44889778a8cd,
7/21/2025,Aggie,AGCR1,C,3 m,,Epilobium angustifolium [Chamerion angustifolium],5,,7800d39c-3283-4ca6-8835-44889778a8cd,
7/21/2025,Aggie,AGCR1,C,3 m,,Equisetum sylvaticum,8,,7800d39c-3283-4ca6-8835-44889778a8cd,
7/21/2025,Aggie,AGCR1,C,3 m,,Rubus pubescens,3,,7800d39c-3283-4ca6-8835-44889778a8cd,
7/21/2025,Aggie,AGCR1,C,3 m,,Unknown grass 1,3,,7800d39c-3283-4ca6-8835-44889778a8cd,
7/31/2025,Globe,GLOB3,A,9 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],3,,203c1d28-5ae5-43c7-af19-df2a7b1efcf8,
7/31/2025,Globe,GLOB3,A,9 m,,Rubus chamaemorus,2,,203c1d28-5ae5-43c7-af19-df2a7b1efcf8,
7/31/2025,Globe,GLOB3,A,9 m,,Betula glandulosa,2,,203c1d28-5ae5-43c7-af19-df2a7b1efcf8,
7/31/2025,Globe,GLOB3,A,9 m,,Vaccinium uliginosum,0.1,,203c1d28-5ae5-43c7-af19-df2a7b1efcf8,
7/31/2025,Globe,GLOB3,A,9 m,,Vaccinium vitis-idaea,1,,203c1d28-5ae5-43c7-af19-df2a7b1efcf8,
7/31/2025,Globe,GLOB3,A,9 m,,Coarse woody debris,3,,203c1d28-5ae5-43c7-af19-df2a7b1efcf8,
7/31/2025,Globe,GLOB3,A,9 m,,Fine Woody Debris,2,,203c1d28-5ae5-43c7-af19-df2a7b1efcf8,
7/21/2025,Aggie,AGCR1,A,9 m,,Salix spp,20,,2a9f2885-8ca3-4981-ba48-b89f458a7ff0,
7/21/2025,Aggie,AGCR1,A,9 m,,Betula neoalaskana,15,,2a9f2885-8ca3-4981-ba48-b89f458a7ff0,
7/21/2025,Aggie,AGCR1,A,9 m,,Epilobium angustifolium [Chamerion angustifolium],3,,2a9f2885-8ca3-4981-ba48-b89f458a7ff0,
7/21/2025,Aggie,AGCR1,A,9 m,,Rubus pubescens,1,,2a9f2885-8ca3-4981-ba48-b89f458a7ff0,
7/21/2025,Aggie,AGCR1,A,9 m,,Unknown grass 1,3,,2a9f2885-8ca3-4981-ba48-b89f458a7ff0,
7/21/2025,Aggie,AGCR1,A,9 m,,Picea mariana,1,,2a9f2885-8ca3-4981-ba48-b89f458a7ff0,
7/21/2025,Aggie,AGCR1,A,9 m,,Equisetum sylvaticum,1,,2a9f2885-8ca3-4981-ba48-b89f458a7ff0,
8/3/2025,Chitanana,CHIT4,B,9 m,,Rubus chamaemorus,15,,5f01c616-3aed-4747-b628-37c9b64ad09a,
8/3/2025,Chitanana,CHIT4,B,9 m,,Ledum palustre subsp. decumbens [Rhododendron tomentosum],10,,5f01c616-3aed-4747-b628-37c9b64ad09a,
8/3/2025,Chitanana,CHIT4,B,9 m,,Eriophorum vaginatum,9,,5f01c616-3aed-4747-b628-37c9b64ad09a,
8/3/2025,Chitanana,CHIT4,B,9 m,,Vaccinium uliginosum,6,,5f01c616-3aed-4747-b628-37c9b64ad09a,
8/3/2025,Chitanana,CHIT4,B,9 m,,Vaccinium vitis-idaea,10,,5f01c616-3aed-4747-b628-37c9b64ad09a,
8/3/2025,Chitanana,CHIT4,B,9 m,,Drosera rotundifolia,0.1,,5f01c616-3aed-4747-b628-37c9b64ad09a,
8/3/2025,Chitanana,CHIT4,B,9 m,,Fine Woody Debris,3,,5f01c616-3aed-4747-b628-37c9b64ad09a,
7/26/2025,Slate,SLAT1,B,3 m,,Rubus chamaemorus,2,,2769cb6c-340a-49c9-ad62-8e8d00a5c8f5,
7/26/2025,Slate,SLAT1,B,3 m,,Spiraea beauverdiana (stevenii),1,,2769cb6c-340a-49c9-ad62-8e8d00a5c8f5,
7/26/2025,Slate,SLAT1,B,3 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],2,,2769cb6c-340a-49c9-ad62-8e8d00a5c8f5,
7/26/2025,Slate,SLAT1,B,3 m,,Vaccinium vitis-idaea,1,,2769cb6c-340a-49c9-ad62-8e8d00a5c8f5,
7/26/2025,Slate,SLAT1,B,3 m,,Eriophorum vaginatum,12,,2769cb6c-340a-49c9-ad62-8e8d00a5c8f5,
7/26/2025,Slate,SLAT1,B,3 m,,Equisetum sylvaticum,4,,2769cb6c-340a-49c9-ad62-8e8d00a5c8f5,
7/26/2025,Slate,SLAT1,B,3 m,,Vaccinium uliginosum,0.1,,2769cb6c-340a-49c9-ad62-8e8d00a5c8f5,
7/21/2025,Aggie,AGCR2,A,3 m,,Spiraea beauverdiana (stevenii),12,,2f345618-7263-404d-b401-9f44b898a806,
7/21/2025,Aggie,AGCR2,A,3 m,,Polygonum,7,,2f345618-7263-404d-b401-9f44b898a806,
7/21/2025,Aggie,AGCR2,A,3 m,,Ledum palustre subsp. decumbens [Rhododendron tomentosum],30,,2f345618-7263-404d-b401-9f44b898a806,
7/21/2025,Aggie,AGCR2,A,3 m,,Unknown grass 1,4,,2f345618-7263-404d-b401-9f44b898a806,
7/21/2025,Aggie,AGCR2,A,3 m,,Rubus chamaemorus,2,,2f345618-7263-404d-b401-9f44b898a806,
7/21/2025,Aggie,AGCR2,A,3 m,,Vaccinium vitis-idaea,4,,2f345618-7263-404d-b401-9f44b898a806,
7/21/2025,Aggie,AGCR2,A,3 m,,Equisetum sylvaticum,5,,2f345618-7263-404d-b401-9f44b898a806,
8/4/2025,Yukon Creek,YUCR5,B,9 m,,Betula neoalaskana,1,,c5cf30d4-ea96-4cc4-97d5-8774cb23ce74,
8/4/2025,Yukon Creek,YUCR5,B,9 m,,Picea mariana,1,,c5cf30d4-ea96-4cc4-97d5-8774cb23ce74,
8/4/2025,Yukon Creek,YUCR5,B,9 m,,Epilobium angustifolium [Chamerion angustifolium],10,,c5cf30d4-ea96-4cc4-97d5-8774cb23ce74,
8/4/2025,Yukon Creek,YUCR5,B,9 m,,Equisetum sylvaticum,4,,c5cf30d4-ea96-4cc4-97d5-8774cb23ce74,
8/4/2025,Yukon Creek,YUCR5,B,9 m,,Calamagrostis spp.,3,,c5cf30d4-ea96-4cc4-97d5-8774cb23ce74,
8/4/2025,Yukon Creek,YUCR5,B,9 m,,Coarse woody debris,30,,c5cf30d4-ea96-4cc4-97d5-8774cb23ce74,
8/4/2025,Yukon Creek,YUCR5,B,9 m,,Fine Woody Debris,15,,c5cf30d4-ea96-4cc4-97d5-8774cb23ce74,
7/31/2025,Globe,GLOB3,A,3 m,,Calamagrostis spp,2,,ca9a492f-6540-43e6-b88d-ac5eb7febac8,
7/31/2025,Globe,GLOB3,A,3 m,,Rubus chamaemorus,1,,ca9a492f-6540-43e6-b88d-ac5eb7febac8,
7/31/2025,Globe,GLOB3,A,3 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],0.1,,ca9a492f-6540-43e6-b88d-ac5eb7febac8,
7/31/2025,Globe,GLOB3,A,3 m,,Equisetum sylvaticum,0.1,,ca9a492f-6540-43e6-b88d-ac5eb7febac8,
7/31/2025,Globe,GLOB3,A,3 m,,Fine Woody Debris,3,,ca9a492f-6540-43e6-b88d-ac5eb7febac8,
7/31/2025,Globe,GLOB3,A,3 m,,Coarse woody debris,1,,ca9a492f-6540-43e6-b88d-ac5eb7febac8,
8/3/2025,Chitanana,CHIT4,C,9 m,,Betula nana,5,,e16de8eb-7eda-4504-87c0-2ba6ae2a465d,
8/3/2025,Chitanana,CHIT4,C,9 m,,Rubus chamaemorus,8,,e16de8eb-7eda-4504-87c0-2ba6ae2a465d,
8/3/2025,Chitanana,CHIT4,C,9 m,,Ledum palustre subsp. decumbens [Rhododendron tomentosum],8,,e16de8eb-7eda-4504-87c0-2ba6ae2a465d,
8/3/2025,Chitanana,CHIT4,C,9 m,,Eriophorum vaginatum,3,,e16de8eb-7eda-4504-87c0-2ba6ae2a465d,
8/3/2025,Chitanana,CHIT4,C,9 m,,Vaccinium vitis-idaea,5,,e16de8eb-7eda-4504-87c0-2ba6ae2a465d,
8/3/2025,Chitanana,CHIT4,C,9 m,,Betula neoalaskana,0.1,,e16de8eb-7eda-4504-87c0-2ba6ae2a465d,
8/3/2025,Chitanana,CHIT4,C,9 m,,Fine Woody Debris,5,,e16de8eb-7eda-4504-87c0-2ba6ae2a465d,
8/3/2025,Chitanana,CHIT4,C,9 m,,Coarse woody debris,3,,e16de8eb-7eda-4504-87c0-2ba6ae2a465d,
8/4/2025,Yukon Creek,YUCR5,B,6 m,,Picea mariana,1,,c34e7efc-2e17-4c2b-99c7-cb2620d4e682,
8/4/2025,Yukon Creek,YUCR5,B,6 m,,Betula neoalaskana,3,,c34e7efc-2e17-4c2b-99c7-cb2620d4e682,
8/4/2025,Yukon Creek,YUCR5,B,6 m,,Coarse woody debris,30,,c34e7efc-2e17-4c2b-99c7-cb2620d4e682,
