"","date","fire_scar","site","plot","location","site_notes","ground_cover_type","ground_percent_cover","ground_cover_notes"
"763","2024-08-01","Munson Creek","MuCr1","C","6 m","","Ceratodon purpureus",3,""
"764","2024-08-01","Munson Creek","MuCr1","C","6 m","","Litter",16,""
"765","2024-08-01","Munson Creek","MuCr1","C","6 m","","Organic",71.8,""
"766","2024-07-25","Haystack","Hays5","C","6 m","","Polytrichum",0.1,""
"767","2024-07-25","Haystack","Hays5","C","6 m","","Coarse Woody Debris",1,""
"768","2024-07-25","Haystack","Hays5","C","6 m","","Fine Woody Debris",2,""
"769","2024-07-25","Haystack","Hays5","C","6 m","","Grass Litter",0.1,""
"770","2024-07-25","Haystack","Hays5","C","6 m","","Burned Moss",3,""
"771","2024-07-25","Haystack","Hays5","C","6 m","","Litter",16,""
"772","2024-07-25","Haystack","Hays5","C","6 m","","Organic",77.8,""
"773","2024-08-02","Teklanika ","Tekl5","A","6 m","","Ceratodon purpureus",0.1,""
"774","2024-08-02","Teklanika ","Tekl5","A","6 m","","Burned Lichen",2,""
"775","2024-08-02","Teklanika ","Tekl5","A","6 m","","Coarse Woody Debris",4,""
"776","2024-08-02","Teklanika ","Tekl5","A","6 m","","Litter",0.1,""
"777","2024-08-02","Teklanika ","Tekl5","A","6 m","","Organic",93.7,""
"778","2024-08-02","Teklanika ","Tekl5","A","6 m","","Fine Woody Debris",0.1,""
"779","2024-07-22","Hess Creek","HeCr3","B","9 m","","Coarse Woody Debris",4,""
"780","2024-07-22","Hess Creek","HeCr3","B","9 m","","Polytrichum",5,""
"781","2024-07-22","Hess Creek","HeCr3","B","9 m","","Liverwort",5,""
"782","2024-07-22","Hess Creek","HeCr3","B","9 m","","Fine Woody Debris",2,""
"783","2024-07-22","Hess Creek","HeCr3","B","9 m","","Litter",4,""
"784","2024-07-22","Hess Creek","HeCr3","B","9 m","","Foliose Lichen",0.1,""
"785","2024-07-22","Hess Creek","HeCr3","B","9 m","","Organic",16,""
"786","2024-07-22","Hess Creek","HeCr3","B","9 m","","Ceratodon/Pohlia",12,""
"787","2024-07-22","Hess Creek","HeCr3","B","9 m","","Grass Litter",51.9,""
"788","2024-07-22","Hess Creek","HeCr2","A","6 m","","Polytrichum",1,""
"789","2024-07-22","Hess Creek","HeCr2","A","6 m","","Coarse Woody Debris",16,""
"790","2024-07-22","Hess Creek","HeCr2","A","6 m","","Fine Woody Debris",2,""
"791","2024-07-22","Hess Creek","HeCr2","A","6 m","","Grass Litter",1,""
"792","2024-07-22","Hess Creek","HeCr2","A","6 m","","Organic",1,""
"793","2024-07-22","Hess Creek","HeCr2","A","6 m","","Mushroom",0.1,""
"794","2024-07-22","Hess Creek","HeCr2","A","6 m","","Litter",0.1,""
"795","2024-07-22","Hess Creek","HeCr2","A","6 m","","Litter",25,""
"796","2024-07-22","Hess Creek","HeCr2","A","6 m","","Ceratodon purpureus",52.8,""
"797","2024-07-22","Hess Creek","HeCr2","A","6 m","","Liverwort",1,""
"798","2024-07-23","Hess Creek","HeCr5","C","3 m","","Ceratodon purpureus",5,""
"799","2024-07-23","Hess Creek","HeCr5","C","3 m","","Burned Lichen",0.1,""
"800","2024-07-23","Hess Creek","HeCr5","C","3 m","","Coarse Woody Debris",1,""
"801","2024-07-23","Hess Creek","HeCr5","C","3 m","","Fine Woody Debris",2,""
"802","2024-07-23","Hess Creek","HeCr5","C","3 m","","Grass Litter",18,""
"803","2024-07-23","Hess Creek","HeCr5","C","3 m","","Litter",12,""
"804","2024-07-23","Hess Creek","HeCr5","C","3 m","","Burned Moss",3,""
"805","2024-07-23","Hess Creek","HeCr5","C","3 m","","Organic",58.9,""
"806","2024-07-25","Haystack","Hays4","A","6 m","","Ceratodon purpureus",4,""
"807","2024-07-25","Haystack","Hays4","A","6 m","","Fine Woody Debris",1,""
"808","2024-07-25","Haystack","Hays4","A","6 m","","Coarse Woody Debris",3,""
"809","2024-07-25","Haystack","Hays4","A","6 m","","Grass Litter",14,""
"810","2024-07-25","Haystack","Hays4","A","6 m","","Litter",2,""
"811","2024-07-25","Haystack","Hays4","A","6 m","","Burned Moss",0.1,""
"812","2024-07-25","Haystack","Hays4","A","6 m","","Organic",75.9,""
"813","2024-07-31","Nugget Creek","NuCr6","B","3 m","","Coarse Woody Debris",11,""
"814","2024-07-31","Nugget Creek","NuCr6","B","3 m","","Fine Woody Debris",0.1,""
"815","2024-07-31","Nugget Creek","NuCr6","B","3 m","","Litter",3,""
"816","2024-07-31","Nugget Creek","NuCr6","B","3 m","","Foliose Lichen",4,""
"817","2024-07-31","Nugget Creek","NuCr6","B","3 m","","Marchantia polymorpha",0.1,""
"818","2024-07-31","Nugget Creek","NuCr6","B","3 m","","Polytrichum",39,""
"819","2024-07-31","Nugget Creek","NuCr6","B","3 m","","Ceratodon purpureus",42.8,""
"820","2024-08-01","Munson Creek","MuCr2","B","9 m","","Rock",4,""
"821","2024-08-01","Munson Creek","MuCr2","B","9 m","","Polytrichum",9,""
"822","2024-08-01","Munson Creek","MuCr2","B","9 m","","Fine Woody Debris",2,""
"823","2024-08-01","Munson Creek","MuCr2","B","9 m","","Coarse Woody Debris",0.1,""
"824","2024-08-01","Munson Creek","MuCr2","B","9 m","","Litter",2,"Needle litter"
"825","2024-08-01","Munson Creek","MuCr2","B","9 m","","Burned Moss",3,""
"826","2024-08-01","Munson Creek","MuCr2","B","9 m","","Burned Lichen",11,""
"827","2024-08-01","Munson Creek","MuCr2","B","9 m","","Ceratodon purpureus",12,""
"828","2024-08-01","Munson Creek","MuCr2","B","9 m","","Organic",56.9,""
"829","2024-08-07","McCoy Creek","McCr3","B","6 m","","Polytrichum",0.1,""
"830","2024-08-07","McCoy Creek","McCr3","B","6 m","","Coarse Woody Debris",6,""
"831","2024-08-07","McCoy Creek","McCr3","B","6 m","","Fine Woody Debris",0.1,""
"832","2024-08-07","McCoy Creek","McCr3","B","6 m","","Ceratodon purpureus",5,""
"833","2024-08-07","McCoy Creek","McCr3","B","6 m","","Litter",0.1,""
"834","2024-08-07","McCoy Creek","McCr3","B","6 m","","Organic",7,""
"835","2024-08-07","McCoy Creek","McCr3","B","6 m","","Marchantia polymorpha",81.7,""
"836","2024-07-15","Lost Horse","LoHo1","A","9 m","","Coarse Woody Debris",7,""
"837","2024-07-15","Lost Horse","LoHo1","A","9 m","","Fine Woody Debris",3,""
"838","2024-07-15","Lost Horse","LoHo1","A","9 m","","Polytrichum",0.1,""
"839","2024-07-15","Lost Horse","LoHo1","A","9 m","","Fruticose Lichen",0.1,""
"840","2024-07-15","Lost Horse","LoHo1","A","9 m","","Burned lichen",2,""
"841","2024-07-15","Lost Horse","LoHo1","A","9 m","","Organic",14,""
"842","2024-07-15","Lost Horse","LoHo1","A","9 m","","Burned Moss",73.8,"About 1/3 barely singed"
"843","2024-07-16","Shovel Creek","ShCr1","B","9 m","","Ceratodon purpureus",13,""
"844","2024-07-16","Shovel Creek","ShCr1","B","9 m","","Sphagnum",1,""
"845","2024-07-16","Shovel Creek","ShCr1","B","9 m","","Hylocomium",0.1,""
"846","2024-07-16","Shovel Creek","ShCr1","B","9 m","","Polytrichum",1,""
"847","2024-07-16","Shovel Creek","ShCr1","B","9 m","","Coarse Woody Debris",2,""
"848","2024-07-16","Shovel Creek","ShCr1","B","9 m","","Fine Woody Debris",1,""
"849","2024-07-16","Shovel Creek","ShCr1","B","9 m","","Grass Litter",15,""
"850","2024-07-16","Shovel Creek","ShCr1","B","9 m","","Mushroom",0.1,""
"851","2024-07-16","Shovel Creek","ShCr1","B","9 m","","Aulocomnium",0.1,""
"852","2024-07-16","Shovel Creek","ShCr1","B","9 m","","Pleurozium",0.1,""
"853","2024-07-16","Shovel Creek","ShCr1","B","9 m","","Organic",3,""
"854","2024-07-16","Shovel Creek","ShCr1","B","9 m","","Dead moss",2,""
"855","2024-07-16","Shovel Creek","ShCr1","B","9 m","","Litter",61.6,""
"856","2024-07-17","Shovel Creek","ShCr5","C","6 m","","Rock",3,""
"857","2024-07-17","Shovel Creek","ShCr5","C","6 m","","Coarse Woody Debris",12,""
"858","2024-07-17","Shovel Creek","ShCr5","C","6 m","","Fine Woody Debris",1,""
"859","2024-07-17","Shovel Creek","ShCr5","C","6 m","","Liverwort",3,""
"860","2024-07-17","Shovel Creek","ShCr5","C","6 m","","Organic",1,""
"861","2024-07-17","Shovel Creek","ShCr5","C","6 m","","Litter",8,""
"862","2024-07-17","Shovel Creek","ShCr5","C","6 m","","Polytrichum",20,""
"863","2024-07-17","Shovel Creek","ShCr5","C","6 m","","Ceratodon/Pohlia",52,""
"864","2024-07-23","Hess Creek","HeCr5","B","3 m","","Ceratodon/Pohlia",0.01,""
"865","2024-07-23","Hess Creek","HeCr5","B","3 m","","Burned Lichen",1,""
"866","2024-07-23","Hess Creek","HeCr5","B","3 m","","Coarse Woody Debris",4,""
"867","2024-07-23","Hess Creek","HeCr5","B","3 m","","Fine Woody Debris",0.01,""
"868","2024-07-23","Hess Creek","HeCr5","B","3 m","","Litter",3,""
"869","2024-07-23","Hess Creek","HeCr5","B","3 m","","Grass Litter",40,""
"870","2024-07-23","Hess Creek","HeCr5","B","3 m","","Organic",52,""
"871","2024-07-14","Haystack","Hays3","C","9 m","","Polytrichum",0.1,""
"872","2024-07-14","Haystack","Hays3","C","9 m","","Fruticose Lichen",0.1,""
"873","2024-07-14","Haystack","Hays3","C","9 m","","Pleurozium",0.1,""
"874","2024-07-14","Haystack","Hays3","C","9 m","","Ceratodon purpureus",1,""
"875","2024-07-14","Haystack","Hays3","C","9 m","","Litter",3,""
"876","2024-07-14","Haystack","Hays3","C","9 m","","Grass Litter",5,""
"877","2024-07-14","Haystack","Hays3","C","9 m","","Coarse Woody Debris",6,""
"878","2024-07-14","Haystack","Hays3","C","9 m","","Fine Woody Debris",2,""
"879","2024-07-14","Haystack","Hays3","C","9 m","","Organic",22,""
"880","2024-07-14","Haystack","Hays3","C","9 m","","Burned moss",60.7,""
"881","2024-07-18","Lost Horse","LoHo4 ","A","6 m","","Burned Lichen",4,""
"882","2024-07-18","Lost Horse","LoHo4 ","A","6 m","","Coarse Woody Debris",6,""
"883","2024-07-18","Lost Horse","LoHo4 ","A","6 m","","Fine Woody Debris",3,""
"884","2024-07-18","Lost Horse","LoHo4 ","A","6 m","","Burned Moss",8,""
"885","2024-07-18","Lost Horse","LoHo4 ","A","6 m","","Litter",3,""
"886","2024-07-18","Lost Horse","LoHo4 ","A","6 m","","Organic",76,""
"887","2024-07-15","Lost Horse","LoHo3","A","3 m","","Litter",11,""
"888","2024-07-15","Lost Horse","LoHo3","A","3 m","","Coarse Woody Debris",3,""
"889","2024-07-15","Lost Horse","LoHo3","A","3 m","","Fine Woody Debris",3,""
"890","2024-07-15","Lost Horse","LoHo3","A","3 m","","Burned Moss",35,""
"891","2024-07-15","Lost Horse","LoHo3","A","3 m","","Organic",48,""
"892","2024-07-18","Lost Horse","LoHo4 ","B","3 m","","Litter",2,""
"893","2024-07-18","Lost Horse","LoHo4 ","B","3 m","","Ceratodon/Pohlia",2,""
"894","2024-07-18","Lost Horse","LoHo4 ","B","3 m","","Fine Woody Debris",3,""
"895","2024-07-18","Lost Horse","LoHo4 ","B","3 m","","Coarse Woody Debris",30,""
"896","2024-07-18","Lost Horse","LoHo4 ","B","3 m","","Burned Lichen",0.1,""
"897","2024-07-18","Lost Horse","LoHo4 ","B","3 m","","Polytrichum",0.1,""
"898","2024-07-18","Lost Horse","LoHo4 ","B","3 m","","Organic",62.8,""
"899","2024-07-14","Haystack","Hays3","C","9 m","","Coarse Woody Debris",2,""
"900","2024-07-14","Haystack","Hays3","C","9 m","","Fine Woody Debris",1,""
"901","2024-07-14","Haystack","Hays3","C","9 m","","Litter",3,""
"902","2024-07-14","Haystack","Hays3","C","9 m","","Fruticose Lichen",0.1,""
"903","2024-07-14","Haystack","Hays3","C","9 m","","Grass Litter",8,""
"904","2024-07-14","Haystack","Hays3","C","9 m","","Polytrichum",0.1,""
"905","2024-07-14","Haystack","Hays3","C","9 m","","Burned moss",2,""
"906","2024-07-14","Haystack","Hays3","C","9 m","","Ceratodon purpureus",9,""
"907","2024-07-14","Haystack","Hays3","C","9 m","","Organic",74.8,""
"908","2024-08-05","Dry Creek","DrCr1","C","6 m","Betula neoalaskana seedlings barely beginning to sprout so unclear whether neoalaskana or nana. Seedlings as pictured in photo under plants section.","Coarse Woody Debris",6,""
"909","2024-08-05","Dry Creek","DrCr1","C","6 m","Betula neoalaskana seedlings barely beginning to sprout so unclear whether neoalaskana or nana. Seedlings as pictured in photo under plants section.","Fine Woody Debris",2,""
"910","2024-08-05","Dry Creek","DrCr1","C","6 m","Betula neoalaskana seedlings barely beginning to sprout so unclear whether neoalaskana or nana. Seedlings as pictured in photo under plants section.","Mushroom",0.1,""
"911","2024-08-05","Dry Creek","DrCr1","C","6 m","Betula neoalaskana seedlings barely beginning to sprout so unclear whether neoalaskana or nana. Seedlings as pictured in photo under plants section.","Grass Litter",2,""
"912","2024-08-05","Dry Creek","DrCr1","C","6 m","Betula neoalaskana seedlings barely beginning to sprout so unclear whether neoalaskana or nana. Seedlings as pictured in photo under plants section.","Polytrichum",0.1,""
"913","2024-08-05","Dry Creek","DrCr1","C","6 m","Betula neoalaskana seedlings barely beginning to sprout so unclear whether neoalaskana or nana. Seedlings as pictured in photo under plants section.","Ceratodon purpureus",12,""
"914","2024-08-05","Dry Creek","DrCr1","C","6 m","Betula neoalaskana seedlings barely beginning to sprout so unclear whether neoalaskana or nana. Seedlings as pictured in photo under plants section.","Litter",9,""
"915","2024-08-05","Dry Creek","DrCr1","C","6 m","Betula neoalaskana seedlings barely beginning to sprout so unclear whether neoalaskana or nana. Seedlings as pictured in photo under plants section.","Burned Lichen",1,""
"916","2024-08-05","Dry Creek","DrCr1","C","6 m","Betula neoalaskana seedlings barely beginning to sprout so unclear whether neoalaskana or nana. Seedlings as pictured in photo under plants section.","Organic",67.8,""
"917","2024-07-14","Haystack","Hays1","C","3 m","","Fruticose Lichen",0.1,""
"918","2024-07-14","Haystack","Hays1","C","3 m","","Ceratodon purpureus",4,""
"919","2024-07-14","Haystack","Hays1","C","3 m","","Coarse Woody Debris",1,""
"920","2024-07-14","Haystack","Hays1","C","3 m","","Fine Woody Debris",6,""
"921","2024-07-14","Haystack","Hays1","C","3 m","","Crustose Lichen",0.1,""
"922","2024-07-14","Haystack","Hays1","C","3 m","","Litter",0.1,""
"923","2024-07-14","Haystack","Hays1","C","3 m","","Grass Litter",0.1,""
"924","2024-07-14","Haystack","Hays1","C","3 m","","Rock",0.1,""
"925","2024-07-14","Haystack","Hays1","C","3 m","","Burned moss",4,""
"926","2024-07-14","Haystack","Hays1","C","3 m","","Dead moss",84.5,""
"927","2024-07-14","Haystack","Hays1","A","3 m","","Coarse Woody Debris",4,""
"928","2024-07-14","Haystack","Hays1","A","3 m","","Fine Woody Debris",2,""
"929","2024-07-14","Haystack","Hays1","A","3 m","","Polytrichum",0.1,""
"930","2024-07-14","Haystack","Hays1","A","3 m","","Ceratodon/Pohlia",0.1,""
"931","2024-07-14","Haystack","Hays1","A","3 m","","Litter",15,""
"932","2024-07-14","Haystack","Hays1","A","3 m","","Dead moss",40,""
"933","2024-07-14","Haystack","Hays1","A","3 m","","Organic",39,""
"934","2024-07-16","Shovel Creek","ShCr1","B","6 m","","Coarse Woody Debris",12,""
"935","2024-07-16","Shovel Creek","ShCr1","B","6 m","","Fine Woody Debris",2,""
"936","2024-07-16","Shovel Creek","ShCr1","B","6 m","","Litter",10,""
"937","2024-07-16","Shovel Creek","ShCr1","B","6 m","","Ceratodon/Pohlia",2,""
"938","2024-07-16","Shovel Creek","ShCr1","B","6 m","","Pleurozium",0.1,""
"939","2024-07-16","Shovel Creek","ShCr1","B","6 m","","Mushroom",0.1,""
"940","2024-07-16","Shovel Creek","ShCr1","B","6 m","","Sphagnum",73.6,""
"941","2024-07-16","Shovel Creek","ShCr1","B","6 m","","Polytrichum",0.1,""
"942","2024-07-16","Shovel Creek","ShCr1","B","6 m","","Aulocomnium",0.1,""
"943","2024-07-25","Haystack","Hays5","A","6 m","","Litter",7,""
"944","2024-07-25","Haystack","Hays5","A","6 m","","Coarse Woody Debris",15,""
"945","2024-07-25","Haystack","Hays5","A","6 m","","Fine Woody Debris",3,""
"946","2024-07-25","Haystack","Hays5","A","6 m","","Grass Litter",4,""
"947","2024-07-25","Haystack","Hays5","A","6 m","","Burned Moss",5,""
"948","2024-07-25","Haystack","Hays5","A","6 m","","Ceratodon purpureus",1,""
"949","2024-07-25","Haystack","Hays5","A","6 m","","Organic",65,""
"950","2024-07-16","Shovel Creek","ShCr3","C","3 m","","Ceratodon purpureus",4,""
"951","2024-07-16","Shovel Creek","ShCr3","C","3 m","","Coarse Woody Debris",8,""
"952","2024-07-16","Shovel Creek","ShCr3","C","3 m","","Liverwort",0.1,""
"953","2024-07-16","Shovel Creek","ShCr3","C","3 m","","Fine Woody Debris",2,""
"954","2024-07-16","Shovel Creek","ShCr3","C","3 m","","Polytrichum",17,""
"955","2024-07-16","Shovel Creek","ShCr3","C","3 m","","Litter",6,""
"956","2024-07-16","Shovel Creek","ShCr3","C","3 m","","Organic",62.9,""
"957","2024-07-28","McCoy Creek","McCr4","C","3 m","Spruce spp unclear, too small to tell","Marchantia polymorpha",6,""
"958","2024-07-28","McCoy Creek","McCr4","C","3 m","Spruce spp unclear, too small to tell","Organic",10,""
"959","2024-07-28","McCoy Creek","McCr4","C","3 m","Spruce spp unclear, too small to tell","Coarse Woody Debris",3,""
"960","2024-07-28","McCoy Creek","McCr4","C","3 m","Spruce spp unclear, too small to tell","Fine Woody Debris",3,""
"961","2024-07-28","McCoy Creek","McCr4","C","3 m","Spruce spp unclear, too small to tell","Ceratodon purpureus",17,""
"962","2024-07-28","McCoy Creek","McCr4","C","3 m","Spruce spp unclear, too small to tell","Mineral ",0.1,""
"963","2024-07-28","McCoy Creek","McCr4","C","3 m","Spruce spp unclear, too small to tell","Litter",60.9,""
"964","2024-07-30","Nugget Creek","NuCr1","B","3 m","","Rock",0.1,""
"965","2024-07-30","Nugget Creek","NuCr1","B","3 m","","Mushroom",0.1,""
"966","2024-07-30","Nugget Creek","NuCr1","B","3 m","","Coarse Woody Debris",3,""
"967","2024-07-30","Nugget Creek","NuCr1","B","3 m","","Fine Woody Debris",1,""
"968","2024-07-30","Nugget Creek","NuCr1","B","3 m","","Litter",4,"Fireweed stem litter"
"969","2024-07-30","Nugget Creek","NuCr1","B","3 m","","Ceratodon purpureus",4,""
"970","2024-07-30","Nugget Creek","NuCr1","B","3 m","","Foliose Lichen",1,""
"971","2024-07-30","Nugget Creek","NuCr1","B","3 m","","Crustose Lichen",0.1,""
"972","2024-07-30","Nugget Creek","NuCr1","B","3 m","","Marchantia polymorpha",3,""
"973","2024-07-30","Nugget Creek","NuCr1","B","3 m","","Organic",2,""
"974","2024-07-30","Nugget Creek","NuCr1","B","3 m","","Polytrichum",81.7,""
"975","2024-08-01","Munson Creek","MuCr1","A","9 m","Quadrat placed at 9m only to capture seedlings. No other data gathered at this spot. ",NA,NA,NA
"976","2024-08-05","Dry Creek","DrCr1","B","6 m","","Polytrichum",0.1,""
"977","2024-08-05","Dry Creek","DrCr1","B","6 m","","Coarse Woody Debris",2,""
"978","2024-08-05","Dry Creek","DrCr1","B","6 m","","Fine Woody Debris",2,""
"979","2024-08-05","Dry Creek","DrCr1","B","6 m","","Ceratodon purpureus",2,""
"980","2024-08-05","Dry Creek","DrCr1","B","6 m","","Burned Moss",5,""
"981","2024-08-05","Dry Creek","DrCr1","B","6 m","","Litter",16,""
"982","2024-08-05","Dry Creek","DrCr1","B","6 m","","Organic",72.8,""
"983","2024-08-05","Dry Creek","DrCr1","B","6 m","","Grass Litter",0.1,"Eri vag litter"
"984","2024-08-01","Munson Creek","MuCr3","B","6 m","","Burned Lichen",3,""
"985","2024-08-01","Munson Creek","MuCr3","B","6 m","","Litter",4,""
"986","2024-08-01","Munson Creek","MuCr3","B","6 m","","Ceratodon purpureus",1,""
"987","2024-08-01","Munson Creek","MuCr3","B","6 m","","Burned Moss",18,"Sphagnum "
"988","2024-08-01","Munson Creek","MuCr3","B","6 m","","Coarse Woody Debris",1,""
"989","2024-08-01","Munson Creek","MuCr3","B","6 m","","Fine Woody Debris",0.1,""
"990","2024-08-01","Munson Creek","MuCr3","B","6 m","","Organic",72.9,""
"991","2024-07-22","Hess Creek","HeCr2","B","9 m","","Coarse Woody Debris",25,""
"992","2024-07-22","Hess Creek","HeCr2","B","9 m","","Fine Woody Debris",0.1,""
"993","2024-07-22","Hess Creek","HeCr2","B","9 m","","Grass Litter",1,""
"994","2024-07-22","Hess Creek","HeCr2","B","9 m","","Ceratodon purpureus",18.9,""
"995","2024-07-22","Hess Creek","HeCr2","B","9 m","","Litter",55,""
"996","2024-08-01","Munson Creek","MuCr1","A","3 m","","Burned Moss",6,""
"997","2024-08-01","Munson Creek","MuCr1","A","3 m","","Dead Sphagnum",4,"Killed by fire but not scorched"
"998","2024-08-01","Munson Creek","MuCr1","A","3 m","","Fine Woody Debris",0.1,""
"999","2024-08-01","Munson Creek","MuCr1","A","3 m","","Litter",5,""
"1000","2024-08-01","Munson Creek","MuCr1","A","3 m","","Burned Lichen",0.1,""
"1001","2024-08-01","Munson Creek","MuCr1","A","3 m","","Ceratodon purpureus",2,""
"1002","2024-08-01","Munson Creek","MuCr1","A","3 m","","Coarse Woody Debris",0.1,""
"1003","2024-08-01","Munson Creek","MuCr1","A","3 m","","Organic",82.7,""
"1004","2024-07-23","Hess Creek","HeCr5","A","9 m","","Polytrichum",2,""
"1005","2024-07-23","Hess Creek","HeCr5","A","9 m","","Marchantia polymorpha",2,""
"1006","2024-07-23","Hess Creek","HeCr5","A","9 m","","Burned Lichen",4,""
"1007","2024-07-23","Hess Creek","HeCr5","A","9 m","","Litter",8,""
"1008","2024-07-23","Hess Creek","HeCr5","A","9 m","","Coarse Woody Debris",4,""
"1009","2024-07-23","Hess Creek","HeCr5","A","9 m","","Fine Woody Debris",1,""
"1010","2024-07-23","Hess Creek","HeCr5","A","9 m","","Organic",6,""
"1011","2024-07-23","Hess Creek","HeCr5","A","9 m","","Aulocomnium",1,""
"1012","2024-07-23","Hess Creek","HeCr5","A","9 m","","Grass Litter",27,""
"1013","2024-07-23","Hess Creek","HeCr5","A","9 m","","Ceratodon/Pohlia",45,""
"1014","2024-07-16","Shovel Creek","ShCr1","A","6 m","","Coarse Woody Debris",1,""
"1015","2024-07-16","Shovel Creek","ShCr1","A","6 m","","Fine Woody Debris",1,""
"1016","2024-07-16","Shovel Creek","ShCr1","A","6 m","","Ceratodon/Pohlia",4,""
"1017","2024-07-16","Shovel Creek","ShCr1","A","6 m","","Polytrichum",5,""
"1018","2024-07-16","Shovel Creek","ShCr1","A","6 m","","Marchantia polymorpha",3,""
"1019","2024-07-16","Shovel Creek","ShCr1","A","6 m","","Mushroom",0.1,""
"1020","2024-07-16","Shovel Creek","ShCr1","A","6 m","","Grass Litter",8,""
"1021","2024-07-16","Shovel Creek","ShCr1","A","6 m","","Litter",57.9,""
"1022","2024-07-16","Shovel Creek","ShCr1","A","6 m","","Organic",20,""
"1023","2024-08-04","Munson Creek","MuCr4","A","6 m","","Polytrichum",0.1,""
"1024","2024-08-04","Munson Creek","MuCr4","A","6 m","","Ceratodon purpureus",4,""
"1025","2024-08-04","Munson Creek","MuCr4","A","6 m","","Coarse Woody Debris",3,""
"1026","2024-08-04","Munson Creek","MuCr4","A","6 m","","Fine Woody Debris",3,""
"1027","2024-08-04","Munson Creek","MuCr4","A","6 m","","Burned Lichen",1,""
"1028","2024-08-04","Munson Creek","MuCr4","A","6 m","","Litter",4,""
"1029","2024-08-04","Munson Creek","MuCr4","A","6 m","","Mineral ",0.1,""
"1030","2024-08-04","Munson Creek","MuCr4","A","6 m","","Organic",84.8,""
"1031","2024-07-14","Haystack","Hays1","C","6 m","","Ceratodon purpureus",1,""
"1032","2024-07-14","Haystack","Hays1","C","6 m","","Coarse Woody Debris",1,""
"1033","2024-07-14","Haystack","Hays1","C","6 m","","Burned lichen ",3,""
"1034","2024-07-14","Haystack","Hays1","C","6 m","","Litter",5,""
"1035","2024-07-14","Haystack","Hays1","C","6 m","","Fine Woody Debris",3,""
"1036","2024-07-14","Haystack","Hays1","C","6 m","","Grass Litter",0.1,""
"1037","2024-07-14","Haystack","Hays1","C","6 m","","Organic",15,""
"1038","2024-07-14","Haystack","Hays1","C","6 m","","Burned moss",71.9,""
"1039","2024-07-18","Lost Horse","LoHo4 ","C","9 m","","Burned Moss",5,""
"1040","2024-07-18","Lost Horse","LoHo4 ","C","9 m","","Burned Lichen",1,""
"1041","2024-07-18","Lost Horse","LoHo4 ","C","9 m","","Fine Woody Debris",2,""
"1042","2024-07-18","Lost Horse","LoHo4 ","C","9 m","","Coarse Woody Debris",2,""
"1043","2024-07-18","Lost Horse","LoHo4 ","C","9 m","","Litter",3,""
"1044","2024-07-18","Lost Horse","LoHo4 ","C","9 m","","Organic",87,""
"1045","2024-07-25","Haystack","Hays6","C","6 m","","Coarse Woody Debris",9,""
"1046","2024-07-25","Haystack","Hays6","C","6 m","","Fine Woody Debris",2,""
"1047","2024-07-25","Haystack","Hays6","C","6 m","","Organic",2,""
"1048","2024-07-25","Haystack","Hays6","C","6 m","","Litter",1,""
"1049","2024-07-25","Haystack","Hays6","C","6 m","","Dicranum",0.1,""
"1050","2024-07-25","Haystack","Hays6","C","6 m","","Grass Litter",7,""
"1051","2024-07-25","Haystack","Hays6","C","6 m","","Burned Moss",78.9,""
"1052","2024-07-23","Hess Creek","HeCr5","A","3 m","","Organic",3,""
"1053","2024-07-23","Hess Creek","HeCr5","A","3 m","","Burned Lichen",2,""
"1054","2024-07-23","Hess Creek","HeCr5","A","3 m","","Foliose Lichen",1,""
"1055","2024-07-23","Hess Creek","HeCr5","A","3 m","","Aulocomnium",1,""
"1056","2024-07-23","Hess Creek","HeCr5","A","3 m","","Unknown moss",2,""
"1057","2024-07-23","Hess Creek","HeCr5","A","3 m","","Polytrichum",2,""
"1058","2024-07-23","Hess Creek","HeCr5","A","3 m","","Litter",6,""
"1059","2024-07-23","Hess Creek","HeCr5","A","3 m","","Coarse Woody Debris",4,""
"1060","2024-07-23","Hess Creek","HeCr5","A","3 m","","Fine Woody Debris",0.1,""
"1061","2024-07-23","Hess Creek","HeCr5","A","3 m","","Grass Litter",25,""
"1062","2024-07-23","Hess Creek","HeCr5","A","3 m","","Marchantia polymorpha",4,""
"1063","2024-07-23","Hess Creek","HeCr5","A","3 m","","Ceratodon/Pohlia",50,""
"1064","2024-07-31","Nugget Creek","NuCr5","B","6 m","","Marchantia polymorpha",1,""
"1065","2024-07-31","Nugget Creek","NuCr5","B","6 m","","Foliose Lichen",1,""
"1066","2024-07-31","Nugget Creek","NuCr5","B","6 m","","Mushroom",0.1,""
"1067","2024-07-31","Nugget Creek","NuCr5","B","6 m","","Litter",3,"Lots epilobium "
"1068","2024-07-31","Nugget Creek","NuCr5","B","6 m","","Ceratodon purpureus",10,""
"1069","2024-07-31","Nugget Creek","NuCr5","B","6 m","","Coarse Woody Debris",12,""
"1070","2024-07-31","Nugget Creek","NuCr5","B","6 m","","Fine Woody Debris",2,""
"1071","2024-07-31","Nugget Creek","NuCr5","B","6 m","","Organic",0.1,""
"1072","2024-07-31","Nugget Creek","NuCr5","B","6 m","","Polytrichum",70.8,""
"1073","2024-07-16","Shovel Creek","ShCr4","A","9 m","","Foliose Lichen",0.1,""
"1074","2024-07-16","Shovel Creek","ShCr4","A","9 m","","Rock",8,""
"1075","2024-07-16","Shovel Creek","ShCr4","A","9 m","","Fine Woody Debris",0.1,""
