"","fulcrum_parent_id","date","fire_scar","site","plot","location","location_other","site_notes","plant_species","plant_species_other","plant_species_cover","veg_cover_notes","photos"
"979","4f9209a4-e0ce-490c-a0d0-2b365d5c8af1","2024-07-14","Haystack","Hays1","A","3 m",NA,"","Betula nana","",27,"","e2eca4db-0eea-49d5-b147-d7d450385eb4"
"980","4f9209a4-e0ce-490c-a0d0-2b365d5c8af1","2024-07-14","Haystack","Hays1","A","3 m",NA,"","Coarse woody debris","",4,"","e2eca4db-0eea-49d5-b147-d7d450385eb4"
"981","50de061d-4c14-4d89-9eac-5d89052c9727","2024-07-16","Shovel creek","ShCr1","B","6 m",NA,"","Rubus chamaemorus","",18,"","560ce2cf-f205-4711-9938-f5db8cd619d2"
"982","50de061d-4c14-4d89-9eac-5d89052c9727","2024-07-16","Shovel creek","ShCr1","B","6 m",NA,"","Vaccinium vitis-idaea","",2,"","560ce2cf-f205-4711-9938-f5db8cd619d2"
"983","50de061d-4c14-4d89-9eac-5d89052c9727","2024-07-16","Shovel creek","ShCr1","B","6 m",NA,"","Oxycoccus microcarpos [Vaccinium oxycoccos]","",2,"","560ce2cf-f205-4711-9938-f5db8cd619d2"
"984","50de061d-4c14-4d89-9eac-5d89052c9727","2024-07-16","Shovel creek","ShCr1","B","6 m",NA,"","Vaccinium uliginosum","",5,"","560ce2cf-f205-4711-9938-f5db8cd619d2"
"985","50de061d-4c14-4d89-9eac-5d89052c9727","2024-07-16","Shovel creek","ShCr1","B","6 m",NA,"","Epilobium angustifolium [Chamerion angustifolium]","",1,"","560ce2cf-f205-4711-9938-f5db8cd619d2"
"986","50de061d-4c14-4d89-9eac-5d89052c9727","2024-07-16","Shovel creek","ShCr1","B","6 m",NA,"","Equisetum sylvaticum","",25,"","560ce2cf-f205-4711-9938-f5db8cd619d2"
"987","50de061d-4c14-4d89-9eac-5d89052c9727","2024-07-16","Shovel creek","ShCr1","B","6 m",NA,"","Polygonum alpinum","",35,"","560ce2cf-f205-4711-9938-f5db8cd619d2"
"988","50de061d-4c14-4d89-9eac-5d89052c9727","2024-07-16","Shovel creek","ShCr1","B","6 m",NA,"","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]","",55,"","560ce2cf-f205-4711-9938-f5db8cd619d2"
"989","50de061d-4c14-4d89-9eac-5d89052c9727","2024-07-16","Shovel creek","ShCr1","B","6 m",NA,"","Litter - herbaceous","",5,"","560ce2cf-f205-4711-9938-f5db8cd619d2"
"990","50de061d-4c14-4d89-9eac-5d89052c9727","2024-07-16","Shovel creek","ShCr1","B","6 m",NA,"","Coarse woody debris","",3,"","560ce2cf-f205-4711-9938-f5db8cd619d2"
"991","50de061d-4c14-4d89-9eac-5d89052c9727","2024-07-16","Shovel creek","ShCr1","B","6 m",NA,"","Fine Woody Debris","",3,"","560ce2cf-f205-4711-9938-f5db8cd619d2"
"992","50de061d-4c14-4d89-9eac-5d89052c9727","2024-07-16","Shovel creek","ShCr1","B","6 m",NA,"","Picea mariana","",0.1,"","560ce2cf-f205-4711-9938-f5db8cd619d2"
"993","50fcb9f8-749c-454d-a685-b190957b3634","2024-07-25","Haystack","HAYS5","A","6 m",NA,"","Calamagrostis canadensis","",12,"","0ca9c5d3-ce45-4b6e-bc18-2831646884dc"
"994","50fcb9f8-749c-454d-a685-b190957b3634","2024-07-25","Haystack","HAYS5","A","6 m",NA,"","","Grass litter",1,"","0ca9c5d3-ce45-4b6e-bc18-2831646884dc"
"995","50fcb9f8-749c-454d-a685-b190957b3634","2024-07-25","Haystack","HAYS5","A","6 m",NA,"","Coarse woody debris","",4,"","0ca9c5d3-ce45-4b6e-bc18-2831646884dc"
"996","50fcb9f8-749c-454d-a685-b190957b3634","2024-07-25","Haystack","HAYS5","A","6 m",NA,"","Fine Woody Debris","",5,"","0ca9c5d3-ce45-4b6e-bc18-2831646884dc"
"997","50fcb9f8-749c-454d-a685-b190957b3634","2024-07-25","Haystack","HAYS5","A","6 m",NA,"","","Taraxacum officionale ",0.1,"","0ca9c5d3-ce45-4b6e-bc18-2831646884dc"
"998","50fcb9f8-749c-454d-a685-b190957b3634","2024-07-25","Haystack","HAYS5","A","6 m",NA,"","Salix spp","",11,"Rooted out of plot","0ca9c5d3-ce45-4b6e-bc18-2831646884dc"
"999","50fcb9f8-749c-454d-a685-b190957b3634","2024-07-25","Haystack","HAYS5","A","6 m",NA,"","Vaccinium vitis-idaea","",0.1,"","0ca9c5d3-ce45-4b6e-bc18-2831646884dc"
"1000","52993389-cb4f-4656-88a3-6f34661481d9","2024-07-16","Shovel creek","ShCr3","C","3 m",NA,"","Epilobium angustifolium [Chamerion angustifolium]","",8,"","e01b9d3a-6ce8-433d-9dec-8eb441777997"
"1001","52993389-cb4f-4656-88a3-6f34661481d9","2024-07-16","Shovel creek","ShCr3","C","3 m",NA,"","Polygonum alpinum","",5,"","e01b9d3a-6ce8-433d-9dec-8eb441777997"
"1002","52993389-cb4f-4656-88a3-6f34661481d9","2024-07-16","Shovel creek","ShCr3","C","3 m",NA,"","Vaccinium uliginosum","",3,"","e01b9d3a-6ce8-433d-9dec-8eb441777997"
"1003","52993389-cb4f-4656-88a3-6f34661481d9","2024-07-16","Shovel creek","ShCr3","C","3 m",NA,"","Coarse woody debris","",3,"","e01b9d3a-6ce8-433d-9dec-8eb441777997"
"1004","52993389-cb4f-4656-88a3-6f34661481d9","2024-07-16","Shovel creek","ShCr3","C","3 m",NA,"","Fine Woody Debris","",2,"","e01b9d3a-6ce8-433d-9dec-8eb441777997"
"1005","52993389-cb4f-4656-88a3-6f34661481d9","2024-07-16","Shovel creek","ShCr3","C","3 m",NA,"","Litter - herbaceous","",2,"","e01b9d3a-6ce8-433d-9dec-8eb441777997"
"1006","52993389-cb4f-4656-88a3-6f34661481d9","2024-07-16","Shovel creek","ShCr3","C","3 m",NA,"","Picea mariana","",0.1,"","e01b9d3a-6ce8-433d-9dec-8eb441777997"
"1007","52b1a26d-8834-47e7-bf83-180ed9854f00","2024-07-28","McCoy Creek","MCCR4","C","3 m",NA,"Spruce spp unclear, too small to tell","Epilobium angustifolium [Chamerion angustifolium]","",14,"","30b0c61f-e5a3-4a56-97af-efe3d57c6650"
"1008","52b1a26d-8834-47e7-bf83-180ed9854f00","2024-07-28","McCoy Creek","MCCR4","C","3 m",NA,"Spruce spp unclear, too small to tell","Coarse woody debris","",20,"","30b0c61f-e5a3-4a56-97af-efe3d57c6650"
"1009","52b1a26d-8834-47e7-bf83-180ed9854f00","2024-07-28","McCoy Creek","MCCR4","C","3 m",NA,"Spruce spp unclear, too small to tell","Fine Woody Debris","",12,"","30b0c61f-e5a3-4a56-97af-efe3d57c6650"
"1010","52b1a26d-8834-47e7-bf83-180ed9854f00","2024-07-28","McCoy Creek","MCCR4","C","3 m",NA,"Spruce spp unclear, too small to tell","Picea mariana","",0.1,"","30b0c61f-e5a3-4a56-97af-efe3d57c6650"
"1011","52b1a26d-8834-47e7-bf83-180ed9854f00","2024-07-28","McCoy Creek","MCCR4","C","3 m",NA,"Spruce spp unclear, too small to tell","Betula neoalaskana","",0.1,"","30b0c61f-e5a3-4a56-97af-efe3d57c6650"
"1012","532f011c-cf47-4f18-963b-f01f46202f8c","2024-07-30","Nugget Creek","NuCr1","B","3 m",NA,"","Epilobium angustifolium [Chamerion angustifolium]","",2,"","3e143728-6cd7-489c-8afd-16dbca3b313d"
"1013","532f011c-cf47-4f18-963b-f01f46202f8c","2024-07-30","Nugget Creek","NuCr1","B","3 m",NA,"","Betula neoalaskana","",1,"","3e143728-6cd7-489c-8afd-16dbca3b313d"
"1014","532f011c-cf47-4f18-963b-f01f46202f8c","2024-07-30","Nugget Creek","NuCr1","B","3 m",NA,"","Picea mariana","",1,"","3e143728-6cd7-489c-8afd-16dbca3b313d"
"1015","532f011c-cf47-4f18-963b-f01f46202f8c","2024-07-30","Nugget Creek","NuCr1","B","3 m",NA,"","Salix spp","",11,"","3e143728-6cd7-489c-8afd-16dbca3b313d"
"1016","532f011c-cf47-4f18-963b-f01f46202f8c","2024-07-30","Nugget Creek","NuCr1","B","3 m",NA,"","Populus tremuloides","",1,"","3e143728-6cd7-489c-8afd-16dbca3b313d"
"1017","532f011c-cf47-4f18-963b-f01f46202f8c","2024-07-30","Nugget Creek","NuCr1","B","3 m",NA,"","Coarse woody debris","",13,"","3e143728-6cd7-489c-8afd-16dbca3b313d"
"1018","532f011c-cf47-4f18-963b-f01f46202f8c","2024-07-30","Nugget Creek","NuCr1","B","3 m",NA,"","Fine Woody Debris","",5,"","3e143728-6cd7-489c-8afd-16dbca3b313d"
"1019","532f011c-cf47-4f18-963b-f01f46202f8c","2024-07-30","Nugget Creek","NuCr1","B","3 m",NA,"","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]","",3,"","3e143728-6cd7-489c-8afd-16dbca3b313d"
"1020","535a85b9-dfae-45c7-8ffd-43cb84edb6f0","2024-08-01","Munson Creek","MuCr1","A","9 m",NA,"Quadrat placed at 9m only to capture seedlings. No other data gathered at this spot. ",NA,NA,NA,NA,"44ee1bb9-dde7-4cf3-84b8-d07de6139691"
"1021","546eae25-f035-4504-921b-ecca3a4f68a0","2024-08-05","Dry Creek","DrCr1","B","6 m",NA,"","Vaccinium vitis-idaea","",1,"","70bc4a66-219e-4832-9e77-449322c599ef"
"1022","546eae25-f035-4504-921b-ecca3a4f68a0","2024-08-05","Dry Creek","DrCr1","B","6 m",NA,"","Betula nana","",38,"","70bc4a66-219e-4832-9e77-449322c599ef"
"1023","546eae25-f035-4504-921b-ecca3a4f68a0","2024-08-05","Dry Creek","DrCr1","B","6 m",NA,"","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]","",18,"","70bc4a66-219e-4832-9e77-449322c599ef"
"1024","546eae25-f035-4504-921b-ecca3a4f68a0","2024-08-05","Dry Creek","DrCr1","B","6 m",NA,"","Vaccinium uliginosum","",1,"","70bc4a66-219e-4832-9e77-449322c599ef"
"1025","546eae25-f035-4504-921b-ecca3a4f68a0","2024-08-05","Dry Creek","DrCr1","B","6 m",NA,"","Eriophorum vaginatum","",16,"","70bc4a66-219e-4832-9e77-449322c599ef"
"1026","546eae25-f035-4504-921b-ecca3a4f68a0","2024-08-05","Dry Creek","DrCr1","B","6 m",NA,"","Salix spp","",3,"","70bc4a66-219e-4832-9e77-449322c599ef"
"1027","546eae25-f035-4504-921b-ecca3a4f68a0","2024-08-05","Dry Creek","DrCr1","B","6 m",NA,"","Coarse woody debris","",0.1,"","70bc4a66-219e-4832-9e77-449322c599ef"
"1028","546eae25-f035-4504-921b-ecca3a4f68a0","2024-08-05","Dry Creek","DrCr1","B","6 m",NA,"","Betula neoalaskana","",0.1,"","70bc4a66-219e-4832-9e77-449322c599ef"
"1029","546eae25-f035-4504-921b-ecca3a4f68a0","2024-08-05","Dry Creek","DrCr1","B","6 m",NA,"","Picea mariana","",0.1,"","70bc4a66-219e-4832-9e77-449322c599ef"
"1030","5543c378-0ef1-42fb-adb0-3b8b1a97e2c5","2024-08-01","Munson Creek","MuCr3","B","6 m",NA,"","Ledum palustre subsp. decumbens [Rhododendron tomentosum]","",2,"","957e36b3-b037-4c6d-a384-0cbcd723ecc4"
"1031","5543c378-0ef1-42fb-adb0-3b8b1a97e2c5","2024-08-01","Munson Creek","MuCr3","B","6 m",NA,"","Rubus chamaemorus","",1,"","957e36b3-b037-4c6d-a384-0cbcd723ecc4"
"1032","5543c378-0ef1-42fb-adb0-3b8b1a97e2c5","2024-08-01","Munson Creek","MuCr3","B","6 m",NA,"","Calamagrostis canadensis","",4,"","957e36b3-b037-4c6d-a384-0cbcd723ecc4"
"1033","5543c378-0ef1-42fb-adb0-3b8b1a97e2c5","2024-08-01","Munson Creek","MuCr3","B","6 m",NA,"","Carex spp","",2,"","957e36b3-b037-4c6d-a384-0cbcd723ecc4"
"1034","5543c378-0ef1-42fb-adb0-3b8b1a97e2c5","2024-08-01","Munson Creek","MuCr3","B","6 m",NA,"","Eriophorum vaginatum","",9,"","957e36b3-b037-4c6d-a384-0cbcd723ecc4"
"1035","5543c378-0ef1-42fb-adb0-3b8b1a97e2c5","2024-08-01","Munson Creek","MuCr3","B","6 m",NA,"","Vaccinium vitis-idaea","",5,"","957e36b3-b037-4c6d-a384-0cbcd723ecc4"
"1036","5543c378-0ef1-42fb-adb0-3b8b1a97e2c5","2024-08-01","Munson Creek","MuCr3","B","6 m",NA,"","Coarse woody debris","",1,"","957e36b3-b037-4c6d-a384-0cbcd723ecc4"
"1037","5543c378-0ef1-42fb-adb0-3b8b1a97e2c5","2024-08-01","Munson Creek","MuCr3","B","6 m",NA,"","Fine Woody Debris","",1,"","957e36b3-b037-4c6d-a384-0cbcd723ecc4"
"1038","5543c378-0ef1-42fb-adb0-3b8b1a97e2c5","2024-08-01","Munson Creek","MuCr3","B","6 m",NA,"","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]","",1,"","957e36b3-b037-4c6d-a384-0cbcd723ecc4"
"1039","568327e4-1030-4faf-b08e-98936bd0d499","2024-07-22","Hess Creek","HeCr2","B","9 m",NA,"","Rubus idaeus","",32,"","41c10e33-39b7-4b4c-95ff-eb34ebafbe0e"
"1040","568327e4-1030-4faf-b08e-98936bd0d499","2024-07-22","Hess Creek","HeCr2","B","9 m",NA,"","Epilobium angustifolium [Chamerion angustifolium]","",25,"","41c10e33-39b7-4b4c-95ff-eb34ebafbe0e"
"1041","568327e4-1030-4faf-b08e-98936bd0d499","2024-07-22","Hess Creek","HeCr2","B","9 m",NA,"","Coarse woody debris","",5,"","41c10e33-39b7-4b4c-95ff-eb34ebafbe0e"
"1042","568327e4-1030-4faf-b08e-98936bd0d499","2024-07-22","Hess Creek","HeCr2","B","9 m",NA,"","Calamagrostis canadensis","",1,"","41c10e33-39b7-4b4c-95ff-eb34ebafbe0e"
"1043","568327e4-1030-4faf-b08e-98936bd0d499","2024-07-22","Hess Creek","HeCr2","B","9 m",NA,"","","Grass litter",2,"","41c10e33-39b7-4b4c-95ff-eb34ebafbe0e"
"1044","568327e4-1030-4faf-b08e-98936bd0d499","2024-07-22","Hess Creek","HeCr2","B","9 m",NA,"","Vaccinium vitis-idaea","",0.1,"","41c10e33-39b7-4b4c-95ff-eb34ebafbe0e"
"1045","568327e4-1030-4faf-b08e-98936bd0d499","2024-07-22","Hess Creek","HeCr2","B","9 m",NA,"","Populus tremuloides","",1,"","41c10e33-39b7-4b4c-95ff-eb34ebafbe0e"
"1046","568327e4-1030-4faf-b08e-98936bd0d499","2024-07-22","Hess Creek","HeCr2","B","9 m",NA,"","Picea mariana","",0.1,"","41c10e33-39b7-4b4c-95ff-eb34ebafbe0e"
"1047","5696256d-1b25-4e68-9315-99179218859c","2024-08-01","Munson Creek","MuCr1","A","3 m",NA,"","Vaccinium vitis-idaea","",2,"","8f0d7baf-c862-4e34-ae35-e41edb230bf3"
"1048","5696256d-1b25-4e68-9315-99179218859c","2024-08-01","Munson Creek","MuCr1","A","3 m",NA,"","Vaccinium uliginosum","",2,"","8f0d7baf-c862-4e34-ae35-e41edb230bf3"
"1049","5696256d-1b25-4e68-9315-99179218859c","2024-08-01","Munson Creek","MuCr1","A","3 m",NA,"","Rubus chamaemorus","",0.1,"","8f0d7baf-c862-4e34-ae35-e41edb230bf3"
"1050","5696256d-1b25-4e68-9315-99179218859c","2024-08-01","Munson Creek","MuCr1","A","3 m",NA,"","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]","",10,"","8f0d7baf-c862-4e34-ae35-e41edb230bf3"
"1051","5696256d-1b25-4e68-9315-99179218859c","2024-08-01","Munson Creek","MuCr1","A","3 m",NA,"","Ledum palustre subsp. decumbens [Rhododendron tomentosum]","",0.1,"","8f0d7baf-c862-4e34-ae35-e41edb230bf3"
"1052","5696256d-1b25-4e68-9315-99179218859c","2024-08-01","Munson Creek","MuCr1","A","3 m",NA,"","Calamagrostis canadensis","",1,"","8f0d7baf-c862-4e34-ae35-e41edb230bf3"
"1053","5696256d-1b25-4e68-9315-99179218859c","2024-08-01","Munson Creek","MuCr1","A","3 m",NA,"","Carex spp","",2,"","8f0d7baf-c862-4e34-ae35-e41edb230bf3"
"1054","5696256d-1b25-4e68-9315-99179218859c","2024-08-01","Munson Creek","MuCr1","A","3 m",NA,"","Eriophorum vaginatum","",3,"","8f0d7baf-c862-4e34-ae35-e41edb230bf3"
"1055","5696256d-1b25-4e68-9315-99179218859c","2024-08-01","Munson Creek","MuCr1","A","3 m",NA,"","Fine Woody Debris","",0.1,"","8f0d7baf-c862-4e34-ae35-e41edb230bf3"
"1056","5696256d-1b25-4e68-9315-99179218859c","2024-08-01","Munson Creek","MuCr1","A","3 m",NA,"","Oxycoccus microcarpos [Vaccinium oxycoccos]","",0.1,"","8f0d7baf-c862-4e34-ae35-e41edb230bf3"
"1057","57ccdd07-5d88-40c6-8322-3724ecf7c4e7","2024-07-23","Hess Creek","HeCr5","A","9 m",NA,"","Vaccinium uliginosum","",4,"","4e44ea96-1c07-4287-bf85-e26d09438de1"
"1058","57ccdd07-5d88-40c6-8322-3724ecf7c4e7","2024-07-23","Hess Creek","HeCr5","A","9 m",NA,"","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]","",0.1,"","4e44ea96-1c07-4287-bf85-e26d09438de1"
"1059","57ccdd07-5d88-40c6-8322-3724ecf7c4e7","2024-07-23","Hess Creek","HeCr5","A","9 m",NA,"","Salix spp","",1,"","4e44ea96-1c07-4287-bf85-e26d09438de1"
"1060","57ccdd07-5d88-40c6-8322-3724ecf7c4e7","2024-07-23","Hess Creek","HeCr5","A","9 m",NA,"","Betula neoalaskana","",1,"","4e44ea96-1c07-4287-bf85-e26d09438de1"
"1061","57ccdd07-5d88-40c6-8322-3724ecf7c4e7","2024-07-23","Hess Creek","HeCr5","A","9 m",NA,"","Petasites frigidus","",0.1,"","4e44ea96-1c07-4287-bf85-e26d09438de1"
"1062","57ccdd07-5d88-40c6-8322-3724ecf7c4e7","2024-07-23","Hess Creek","HeCr5","A","9 m",NA,"","Epilobium angustifolium [Chamerion angustifolium]","",8,"","4e44ea96-1c07-4287-bf85-e26d09438de1"
"1063","57ccdd07-5d88-40c6-8322-3724ecf7c4e7","2024-07-23","Hess Creek","HeCr5","A","9 m",NA,"","Potentilla fruticose [Dasiphora fruticosa]","",0.1,"","4e44ea96-1c07-4287-bf85-e26d09438de1"
"1064","57ccdd07-5d88-40c6-8322-3724ecf7c4e7","2024-07-23","Hess Creek","HeCr5","A","9 m",NA,"","Picea mariana","",0.1,"","4e44ea96-1c07-4287-bf85-e26d09438de1"
"1065","57ccdd07-5d88-40c6-8322-3724ecf7c4e7","2024-07-23","Hess Creek","HeCr5","A","9 m",NA,"","Coarse woody debris","",6,"","4e44ea96-1c07-4287-bf85-e26d09438de1"
"1066","57ccdd07-5d88-40c6-8322-3724ecf7c4e7","2024-07-23","Hess Creek","HeCr5","A","9 m",NA,"","Fine Woody Debris","",3,"","4e44ea96-1c07-4287-bf85-e26d09438de1"
"1067","57ccdd07-5d88-40c6-8322-3724ecf7c4e7","2024-07-23","Hess Creek","HeCr5","A","9 m",NA,"","Vaccinium vitis-idaea","",1,"","4e44ea96-1c07-4287-bf85-e26d09438de1"
"1068","57ccdd07-5d88-40c6-8322-3724ecf7c4e7","2024-07-23","Hess Creek","HeCr5","A","9 m",NA,"","Equisetum arvense","",10,"","4e44ea96-1c07-4287-bf85-e26d09438de1"
"1069","57ccdd07-5d88-40c6-8322-3724ecf7c4e7","2024-07-23","Hess Creek","HeCr5","A","9 m",NA,"","Equisetum scirpoides","",0.1,"","4e44ea96-1c07-4287-bf85-e26d09438de1"
"1070","57ccdd07-5d88-40c6-8322-3724ecf7c4e7","2024-07-23","Hess Creek","HeCr5","A","9 m",NA,"","Litter - herbaceous","",3,"","4e44ea96-1c07-4287-bf85-e26d09438de1"
"1071","57ccdd07-5d88-40c6-8322-3724ecf7c4e7","2024-07-23","Hess Creek","HeCr5","A","9 m",NA,"","Mertensia paniculata","",0.1,"","4e44ea96-1c07-4287-bf85-e26d09438de1"
"1072","584e05aa-0663-4f08-a0fe-11d9802821f4","2024-07-16","Shovel creek","ShCr1","A","6 m",NA,"","Epilobium angustifolium [Chamerion angustifolium]","",10,"","1b3e92e3-028a-457d-b97c-423031a9dd9a"
"1073","584e05aa-0663-4f08-a0fe-11d9802821f4","2024-07-16","Shovel creek","ShCr1","A","6 m",NA,"","Calamagrostis canadensis","",4,"","1b3e92e3-028a-457d-b97c-423031a9dd9a"
"1074","584e05aa-0663-4f08-a0fe-11d9802821f4","2024-07-16","Shovel creek","ShCr1","A","6 m",NA,"","Equisetum sylvaticum","",45,"","1b3e92e3-028a-457d-b97c-423031a9dd9a"
"1075","584e05aa-0663-4f08-a0fe-11d9802821f4","2024-07-16","Shovel creek","ShCr1","A","6 m",NA,"","Picea mariana","",0.1,"Small, difficult to identify to species","1b3e92e3-028a-457d-b97c-423031a9dd9a"
"1076","584e05aa-0663-4f08-a0fe-11d9802821f4","2024-07-16","Shovel creek","ShCr1","A","6 m",NA,"","Betula neoalaskana","",2,"","1b3e92e3-028a-457d-b97c-423031a9dd9a"
"1077","584e05aa-0663-4f08-a0fe-11d9802821f4","2024-07-16","Shovel creek","ShCr1","A","6 m",NA,"","Populus tremuloides","",0.1,"","1b3e92e3-028a-457d-b97c-423031a9dd9a"
"1078","584e05aa-0663-4f08-a0fe-11d9802821f4","2024-07-16","Shovel creek","ShCr1","A","6 m",NA,"","Polygonum alpinum","",0.1,"","1b3e92e3-028a-457d-b97c-423031a9dd9a"
"1079","584e05aa-0663-4f08-a0fe-11d9802821f4","2024-07-16","Shovel creek","ShCr1","A","6 m",NA,"","Salix spp","",0.1,"","1b3e92e3-028a-457d-b97c-423031a9dd9a"
"1080","584e05aa-0663-4f08-a0fe-11d9802821f4","2024-07-16","Shovel creek","ShCr1","A","6 m",NA,"","Fine Woody Debris","",1,"","1b3e92e3-028a-457d-b97c-423031a9dd9a"
"1081","584e05aa-0663-4f08-a0fe-11d9802821f4","2024-07-16","Shovel creek","ShCr1","A","6 m",NA,"","Coarse woody debris","",0.1,"","1b3e92e3-028a-457d-b97c-423031a9dd9a"
"1082","584e05aa-0663-4f08-a0fe-11d9802821f4","2024-07-16","Shovel creek","ShCr1","A","6 m",NA,"","Rosa acicularis","",0.1,"","1b3e92e3-028a-457d-b97c-423031a9dd9a"
"1083","5959ce27-58f6-4208-80b1-2a360abee822","2024-08-04","Munson Creek","MuCr4","A","6 m",NA,"","Ledum palustre subsp. decumbens [Rhododendron tomentosum]","",0.1,"","4d4b0ea2-488a-4b3a-904f-b9704a6196ec"
"1084","5959ce27-58f6-4208-80b1-2a360abee822","2024-08-04","Munson Creek","MuCr4","A","6 m",NA,"","Vaccinium uliginosum","",0.1,"","4d4b0ea2-488a-4b3a-904f-b9704a6196ec"
"1085","5959ce27-58f6-4208-80b1-2a360abee822","2024-08-04","Munson Creek","MuCr4","A","6 m",NA,"","Carex spp","",1,"","4d4b0ea2-488a-4b3a-904f-b9704a6196ec"
"1086","5959ce27-58f6-4208-80b1-2a360abee822","2024-08-04","Munson Creek","MuCr4","A","6 m",NA,"","Epilobium angustifolium [Chamerion angustifolium]","",11,"","4d4b0ea2-488a-4b3a-904f-b9704a6196ec"
"1087","5959ce27-58f6-4208-80b1-2a360abee822","2024-08-04","Munson Creek","MuCr4","A","6 m",NA,"","Coarse woody debris","",1,"","4d4b0ea2-488a-4b3a-904f-b9704a6196ec"
"1088","59f41b3d-fb33-4786-8003-72206c023120","2024-07-14","Haystack","Hays1","C","6 m",NA,"","Vaccinium uliginosum","",20,"","007dfa1b-13b5-4930-883e-a8a8cd579c8b"
"1089","59f41b3d-fb33-4786-8003-72206c023120","2024-07-14","Haystack","Hays1","C","6 m",NA,"","Vaccinium vitis-idaea","",0.1,"","007dfa1b-13b5-4930-883e-a8a8cd579c8b"
"1090","59f41b3d-fb33-4786-8003-72206c023120","2024-07-14","Haystack","Hays1","C","6 m",NA,"","Cornus canadensis","",1,"","007dfa1b-13b5-4930-883e-a8a8cd579c8b"
"1091","59f41b3d-fb33-4786-8003-72206c023120","2024-07-14","Haystack","Hays1","C","6 m",NA,"","Betula nana","",3,"","007dfa1b-13b5-4930-883e-a8a8cd579c8b"
"1092","59f41b3d-fb33-4786-8003-72206c023120","2024-07-14","Haystack","Hays1","C","6 m",NA,"","Calamagrostis canadensis","",0.1,"","007dfa1b-13b5-4930-883e-a8a8cd579c8b"
"1093","59f41b3d-fb33-4786-8003-72206c023120","2024-07-14","Haystack","Hays1","C","6 m",NA,"","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]","",0.1,"","007dfa1b-13b5-4930-883e-a8a8cd579c8b"
"1094","59f41b3d-fb33-4786-8003-72206c023120","2024-07-14","Haystack","Hays1","C","6 m",NA,"","Fine Woody Debris","",1,"","007dfa1b-13b5-4930-883e-a8a8cd579c8b"
"1095","5a0cd321-50e1-4ae8-b743-ed69a98eb206","2024-07-18","Lost Horse","LoHo4 ","C","9 m",NA,"","Betula glandulosa","",0.1,"","ab2892b1-2517-4e8f-8fce-6e4465595cb0"
"1096","5a0cd321-50e1-4ae8-b743-ed69a98eb206","2024-07-18","Lost Horse","LoHo4 ","C","9 m",NA,"","Cornus canadensis","",0.1,"","ab2892b1-2517-4e8f-8fce-6e4465595cb0"
"1097","5a0cd321-50e1-4ae8-b743-ed69a98eb206","2024-07-18","Lost Horse","LoHo4 ","C","9 m",NA,"","Vaccinium uliginosum","",0.1,"","ab2892b1-2517-4e8f-8fce-6e4465595cb0"
"1098","5a0cd321-50e1-4ae8-b743-ed69a98eb206","2024-07-18","Lost Horse","LoHo4 ","C","9 m",NA,"","Coarse woody debris","",0.1,"","ab2892b1-2517-4e8f-8fce-6e4465595cb0"
"1099","5b1fa480-aab2-422a-b9a3-b5c551d14a8f","2024-07-25","Haystack","HAYS6","C","6 m",NA,"","Vaccinium vitis-idaea","",2,"","cfe9201a-fdda-44b9-bbe6-b88a5a5f0091"
"1100","5b1fa480-aab2-422a-b9a3-b5c551d14a8f","2024-07-25","Haystack","HAYS6","C","6 m",NA,"","Calamagrostis canadensis","",20,"","cfe9201a-fdda-44b9-bbe6-b88a5a5f0091"
"1101","5b1fa480-aab2-422a-b9a3-b5c551d14a8f","2024-07-25","Haystack","HAYS6","C","6 m",NA,"","","Grass litter",10,"","cfe9201a-fdda-44b9-bbe6-b88a5a5f0091"
"1102","5b1fa480-aab2-422a-b9a3-b5c551d14a8f","2024-07-25","Haystack","HAYS6","C","6 m",NA,"","Coarse woody debris","",4,"","cfe9201a-fdda-44b9-bbe6-b88a5a5f0091"
"1103","5b1fa480-aab2-422a-b9a3-b5c551d14a8f","2024-07-25","Haystack","HAYS6","C","6 m",NA,"","Fine Woody Debris","",5,"","cfe9201a-fdda-44b9-bbe6-b88a5a5f0091"
"1104","5b452307-c9fd-4dff-8dbc-0b7fd7c02100","2024-07-23","Hess Creek","HeCr5","A","3 m",NA,"","Picea mariana","",2,"","f83a44c3-1037-428f-b26c-ffae15ada967"
"1105","5b452307-c9fd-4dff-8dbc-0b7fd7c02100","2024-07-23","Hess Creek","HeCr5","A","3 m",NA,"","Rosa acicularis","",5,"","f83a44c3-1037-428f-b26c-ffae15ada967"
"1106","5b452307-c9fd-4dff-8dbc-0b7fd7c02100","2024-07-23","Hess Creek","HeCr5","A","3 m",NA,"","Salix spp","",3,"","f83a44c3-1037-428f-b26c-ffae15ada967"
"1107","5b452307-c9fd-4dff-8dbc-0b7fd7c02100","2024-07-23","Hess Creek","HeCr5","A","3 m",NA,"","Epilobium angustifolium [Chamerion angustifolium]","",13,"","f83a44c3-1037-428f-b26c-ffae15ada967"
