fulcrum_id,fulcrum_parent_id,fulcrum_record_id,version,latitude,longitude,geometry,created_at,updated_at,created_by,updated_by,ground_cover_type,ground_cover_type_other,ground_percent_cover,total_ground_cover,ground_cover_notes
c4d09e50-244c-40e7-84a2-79cbf541f087,3613b0b6-2513-4f36-b3c5-6902f927f527,3613b0b6-2513-4f36-b3c5-6902f927f527,2,64.95948091858003,-148.16530601148798,POINT (-148.16530601148798 64.95948091858003),2024-07-16 20:14:06 UTC,2024-07-16 20:14:13 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Organic,,1,14.1,
ab659110-9bf5-4bc5-bf2f-62c9912c791d,3613b0b6-2513-4f36-b3c5-6902f927f527,3613b0b6-2513-4f36-b3c5-6902f927f527,2,64.9594809660995,-148.16530643489224,POINT (-148.16530643489224 64.9594809660995),2024-07-16 20:14:14 UTC,2024-07-16 20:14:20 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Ceratodon purpureus,,3,17.1,
1aa271a1-3272-4bd8-b351-e954d95d8688,3613b0b6-2513-4f36-b3c5-6902f927f527,3613b0b6-2513-4f36-b3c5-6902f927f527,2,64.9594809660995,-148.16530643489224,POINT (-148.16530643489224 64.9594809660995),2024-07-16 20:14:23 UTC,2024-07-16 20:15:29 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Liverwort,,2,19.1,
235c15c9-196a-426e-bd67-b6f5e90104cd,3613b0b6-2513-4f36-b3c5-6902f927f527,3613b0b6-2513-4f36-b3c5-6902f927f527,2,64.95948098516872,-148.16531061660228,POINT (-148.16531061660228 64.95948098516872),2024-07-16 20:15:31 UTC,2024-07-16 20:15:39 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Polytrichum,,80.9,100,
e8e0106b-0d18-4a81-b608-3965f1ccb62b,a612385c-21b1-4b8b-9847-75f7663e8334,a612385c-21b1-4b8b-9847-75f7663e8334,2,64.95950051349774,-148.1652832315696,POINT (-148.1652832315696 64.95950051349774),2024-07-16 20:24:27 UTC,2024-07-16 20:27:44 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse Woody Debris,,25,46.3,
277858f9-408e-40f9-9bc6-50d468f617d1,a612385c-21b1-4b8b-9847-75f7663e8334,a612385c-21b1-4b8b-9847-75f7663e8334,2,64.95950083786605,-148.16526797978383,POINT (-148.16526797978383 64.95950083786605),2024-07-16 20:24:55 UTC,2024-07-16 20:27:46 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Organic,,1,46.3,
72a1dc88-3349-4712-bcdb-fb60f5ab9ba6,a612385c-21b1-4b8b-9847-75f7663e8334,a612385c-21b1-4b8b-9847-75f7663e8334,2,64.95950333444999,-148.16526609830942,POINT (-148.16526609830942 64.95950333444999),2024-07-16 20:25:06 UTC,2024-07-16 20:27:48 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Mineral ,,0.1,46.3,
8d90d95b-2848-4d93-ba58-6185f1e60e46,a612385c-21b1-4b8b-9847-75f7663e8334,a612385c-21b1-4b8b-9847-75f7663e8334,2,64.95951030033233,-148.16526502194682,POINT (-148.16526502194682 64.95951030033233),2024-07-16 20:25:20 UTC,2024-07-16 20:27:50 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Grass Litter,,1,46.3,
64a10431-d756-4773-8ea5-cc5a0e0b3125,a612385c-21b1-4b8b-9847-75f7663e8334,a612385c-21b1-4b8b-9847-75f7663e8334,2,64.95950990471091,-148.16526791933123,POINT (-148.16526791933123 64.95950990471091),2024-07-16 20:25:28 UTC,2024-07-16 20:27:51 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,0.1,46.3,
4ccfa82d-9dc8-4c4e-a5ba-a376b32ae78a,a612385c-21b1-4b8b-9847-75f7663e8334,a612385c-21b1-4b8b-9847-75f7663e8334,2,64.95950568827378,-148.16526829535348,POINT (-148.16526829535348 64.95950568827378),2024-07-16 20:25:42 UTC,2024-07-16 20:27:56 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Litter,,0.1,46.3,
7da29cd4-252c-462e-9966-d7087af42371,a612385c-21b1-4b8b-9847-75f7663e8334,a612385c-21b1-4b8b-9847-75f7663e8334,2,64.95950710971226,-148.1652691226464,POINT (-148.1652691226464 64.95950710971226),2024-07-16 20:25:52 UTC,2024-07-16 20:27:58 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Liverwort,,1,46.3,
e4f4726f-e01a-487b-bd05-ab8949dfdee5,a612385c-21b1-4b8b-9847-75f7663e8334,a612385c-21b1-4b8b-9847-75f7663e8334,2,64.95951000945722,-148.16526836033051,POINT (-148.16526836033051 64.95951000945722),2024-07-16 20:27:11 UTC,2024-07-16 20:29:38 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Ceratodon purpureus,,15,100,
4946a2d3-2d33-4f3b-975f-441f2cd4aef3,a612385c-21b1-4b8b-9847-75f7663e8334,a612385c-21b1-4b8b-9847-75f7663e8334,2,64.9595091127888,-148.16526682599945,POINT (-148.16526682599945 64.9595091127888),2024-07-16 20:28:03 UTC,2024-07-16 20:29:47 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Polytrichum,,56.7,100,
7c0dfd1e-ff0e-47ba-ab8b-e131435dbd8f,9ddb5662-267e-41ba-b530-6d2760cd2d27,9ddb5662-267e-41ba-b530-6d2760cd2d27,2,64.95886679570411,-148.24613189183552,POINT (-148.24613189183552 64.95886679570411),2024-07-16 21:31:43 UTC,2024-07-16 21:34:19 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Ceratodon/Pohlia,,5,100.1,
1f7bf6fc-24f5-4e7f-a7d2-27229c0d5534,9ddb5662-267e-41ba-b530-6d2760cd2d27,9ddb5662-267e-41ba-b530-6d2760cd2d27,2,64.95886985328512,-148.24613042181406,POINT (-148.24613042181406 64.95886985328512),2024-07-16 21:31:55 UTC,2024-07-16 21:32:01 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Organic,,1,6,
fcbf788c-29d1-48e1-bd9a-6c4888bea010,9ddb5662-267e-41ba-b530-6d2760cd2d27,9ddb5662-267e-41ba-b530-6d2760cd2d27,2,64.95886790199539,-148.24612874273413,POINT (-148.24612874273413 64.95886790199539),2024-07-16 21:32:02 UTC,2024-07-16 21:32:09 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Rock,,1,7,
03df1f44-3bab-424c-8f8b-9576bd7f0167,9ddb5662-267e-41ba-b530-6d2760cd2d27,9ddb5662-267e-41ba-b530-6d2760cd2d27,2,64.95886513915063,-148.24612357543316,POINT (-148.24612357543316 64.95886513915063),2024-07-16 21:32:10 UTC,2024-07-16 21:32:24 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse Woody Debris,,0.1,7.1,
82bae5e1-0d52-43ed-b802-f21420847bea,9ddb5662-267e-41ba-b530-6d2760cd2d27,9ddb5662-267e-41ba-b530-6d2760cd2d27,2,64.95886431229677,-148.24612282817725,POINT (-148.24612282817725 64.95886431229677),2024-07-16 21:32:26 UTC,2024-07-16 21:32:34 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,1,8.1,
4e712b3d-1d35-4e63-90de-a72aa6499b01,9ddb5662-267e-41ba-b530-6d2760cd2d27,9ddb5662-267e-41ba-b530-6d2760cd2d27,2,64.95886374779079,-148.24612211420472,POINT (-148.24612211420472 64.95886374779079),2024-07-16 21:32:35 UTC,2024-07-16 21:33:03 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Litter,,12,20.1,
9f852319-0479-4b76-b2d9-fe55e18fc5e9,9ddb5662-267e-41ba-b530-6d2760cd2d27,9ddb5662-267e-41ba-b530-6d2760cd2d27,2,64.95886319143055,-148.24611828710502,POINT (-148.24611828710502 64.95886319143055),2024-07-16 21:33:04 UTC,2024-07-16 21:33:16 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Marchantia polymorpha,,0.1,20.2,
51007015-523a-4f13-86fc-7039de7b955c,9ddb5662-267e-41ba-b530-6d2760cd2d27,9ddb5662-267e-41ba-b530-6d2760cd2d27,2,64.95886273850475,-148.2461147695013,POINT (-148.2461147695013 64.95886273850475),2024-07-16 21:33:17 UTC,2024-07-16 21:33:31 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Polytrichum,,79.8,100,
773d92a6-8d4f-4609-8556-9282c446babc,9ddb5662-267e-41ba-b530-6d2760cd2d27,9ddb5662-267e-41ba-b530-6d2760cd2d27,2,64.95886737493323,-148.24612551858257,POINT (-148.24612551858257 64.95886737493323),2024-07-16 21:34:00 UTC,2024-07-16 21:34:09 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Mushroom,,0.1,100.1,
95959fdc-e9e1-491e-be42-3d6695e59861,38a47252-f26a-44dd-9f26-ec679e35ee48,38a47252-f26a-44dd-9f26-ec679e35ee48,2,64.95889181112807,-148.246075445101,POINT (-148.246075445101 64.95889181112807),2024-07-16 21:37:59 UTC,2024-07-16 21:38:20 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Polytrichum,,3,3,
314d72ea-79da-4076-9ed7-b09ec6fd8da4,38a47252-f26a-44dd-9f26-ec679e35ee48,38a47252-f26a-44dd-9f26-ec679e35ee48,2,64.95889104255257,-148.24607898293291,POINT (-148.24607898293291 64.95889104255257),2024-07-16 21:38:21 UTC,2024-07-16 21:38:33 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Ceratodon/Pohlia,,3,6,
6fd8225c-d42c-4c03-bfbe-3cc0d9ec2388,38a47252-f26a-44dd-9f26-ec679e35ee48,38a47252-f26a-44dd-9f26-ec679e35ee48,2,64.95889179982007,-148.24608360077923,POINT (-148.24608360077923 64.95889179982007),2024-07-16 21:38:37 UTC,2024-07-16 21:38:50 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse Woody Debris,,2,8,
8f95ce67-3d5e-4867-9eda-8f82dc12fef9,38a47252-f26a-44dd-9f26-ec679e35ee48,38a47252-f26a-44dd-9f26-ec679e35ee48,2,64.95889026771574,-148.24608609384546,POINT (-148.24608609384546 64.95889026771574),2024-07-16 21:38:51 UTC,2024-07-16 21:39:00 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,5,13,
462c085c-ead3-44b3-803c-c189280f7227,38a47252-f26a-44dd-9f26-ec679e35ee48,38a47252-f26a-44dd-9f26-ec679e35ee48,2,64.95888816685596,-148.24608401807174,POINT (-148.24608401807174 64.95888816685596),2024-07-16 21:39:00 UTC,2024-07-16 21:39:15 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Litter,,2,15,
7167a772-6808-4268-80d8-861300e6477c,38a47252-f26a-44dd-9f26-ec679e35ee48,38a47252-f26a-44dd-9f26-ec679e35ee48,2,64.95888849119393,-148.2460823172162,POINT (-148.2460823172162 64.95888849119393),2024-07-16 21:39:17 UTC,2024-07-16 21:39:28 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Organic,,85,100,
240cea75-501e-413b-86ad-8a3c1c6255bd,618bc0b8-7d49-4353-9f51-a01d8aa9b9d4,618bc0b8-7d49-4353-9f51-a01d8aa9b9d4,2,64.95890845050592,-148.24603970274174,POINT (-148.24603970274174 64.95890845050592),2024-07-16 21:42:33 UTC,2024-07-16 21:42:43 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse Woody Debris,,3,3,
f7683435-2675-41ed-a2b7-2a261661f457,618bc0b8-7d49-4353-9f51-a01d8aa9b9d4,618bc0b8-7d49-4353-9f51-a01d8aa9b9d4,2,64.95890717555937,-148.24604251422076,POINT (-148.24604251422076 64.95890717555937),2024-07-16 21:42:44 UTC,2024-07-16 21:42:58 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,6,9,
f43a6176-c783-4726-870d-ecd2856ffb1b,618bc0b8-7d49-4353-9f51-a01d8aa9b9d4,618bc0b8-7d49-4353-9f51-a01d8aa9b9d4,2,64.95891201473968,-148.2460421325847,POINT (-148.2460421325847 64.95891201473968),2024-07-16 21:42:59 UTC,2024-07-16 21:43:09 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Grass Litter,,0.1,9.1,
9cec095f-aed1-450a-bf54-3a6916a58294,618bc0b8-7d49-4353-9f51-a01d8aa9b9d4,618bc0b8-7d49-4353-9f51-a01d8aa9b9d4,2,64.95890819769461,-148.24604262722153,POINT (-148.24604262722153 64.95890819769461),2024-07-16 21:43:11 UTC,2024-07-16 21:43:29 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Litter,,14,23.1,
05ff6e09-8b0a-41de-a964-b4a743b73703,618bc0b8-7d49-4353-9f51-a01d8aa9b9d4,618bc0b8-7d49-4353-9f51-a01d8aa9b9d4,2,64.9589094093816,-148.24603950975123,POINT (-148.24603950975123 64.9589094093816),2024-07-16 21:43:30 UTC,2024-07-16 21:43:41 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Ceratodon/Pohlia,,7,30.1,
b81995cd-df0e-4e1c-84a1-d174d2ef5438,618bc0b8-7d49-4353-9f51-a01d8aa9b9d4,618bc0b8-7d49-4353-9f51-a01d8aa9b9d4,2,64.95890568822115,-148.24603861238216,POINT (-148.24603861238216 64.95890568822115),2024-07-16 21:43:42 UTC,2024-07-16 21:43:55 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Organic,,69.9,100,
63180c07-99df-4afc-a5eb-53eb7cedad72,98141fbe-42b4-4b35-97f1-e59e37618246,98141fbe-42b4-4b35-97f1-e59e37618246,2,64.95893465557798,-148.24598977054194,POINT (-148.24598977054194 64.95893465557798),2024-07-16 21:47:17 UTC,2024-07-16 21:49:20 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Polytrichum,,28,100,
6b351fd2-4422-41c4-8567-d37805cf9f8a,98141fbe-42b4-4b35-97f1-e59e37618246,98141fbe-42b4-4b35-97f1-e59e37618246,2,64.95893195948476,-148.2459869640294,POINT (-148.2459869640294 64.95893195948476),2024-07-16 21:47:49 UTC,2024-07-16 21:49:14 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Ceratodon/Pohlia,,25,92,
72f60c63-6e84-44db-acf7-5bf39d49b57b,98141fbe-42b4-4b35-97f1-e59e37618246,98141fbe-42b4-4b35-97f1-e59e37618246,2,64.95893163308118,-148.2459835110197,POINT (-148.2459835110197 64.95893163308118),2024-07-16 21:47:59 UTC,2024-07-16 21:48:11 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse Woody Debris,,5,45,
ff6b8db3-bdd5-4637-a108-33e58383cd8a,98141fbe-42b4-4b35-97f1-e59e37618246,98141fbe-42b4-4b35-97f1-e59e37618246,2,64.95893064531003,-148.2459794571712,POINT (-148.2459794571712 64.95893064531003),2024-07-16 21:48:12 UTC,2024-07-16 21:48:24 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,6,51,
791f27fe-f11c-4ec9-aff2-3b72945811dd,98141fbe-42b4-4b35-97f1-e59e37618246,98141fbe-42b4-4b35-97f1-e59e37618246,2,64.95893189023563,-148.24597896891927,POINT (-148.24597896891927 64.95893189023563),2024-07-16 21:48:25 UTC,2024-07-16 21:48:41 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Litter,,6,57,
68744164-3031-490c-94ae-6e46daff1208,98141fbe-42b4-4b35-97f1-e59e37618246,98141fbe-42b4-4b35-97f1-e59e37618246,2,64.95893456436589,-148.24598873060586,POINT (-148.24598873060586 64.95893456436589),2024-07-16 21:48:46 UTC,2024-07-16 21:49:06 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Organic,,30,87,
4e793e56-52fd-4d2f-a4dd-1bfb3dc454f4,9cf9c1a3-1973-4760-afc7-26f9b54da072,9cf9c1a3-1973-4760-afc7-26f9b54da072,2,64.95894832307111,-148.24595811468072,POINT (-148.24595811468072 64.95894832307111),2024-07-16 21:51:41 UTC,2024-07-16 21:51:57 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Rock,,5,5,
d98ecc54-6fcc-4f0e-b53e-15a404db2cee,9cf9c1a3-1973-4760-afc7-26f9b54da072,9cf9c1a3-1973-4760-afc7-26f9b54da072,2,64.95894800103822,-148.24595736270385,POINT (-148.24595736270385 64.95894800103822),2024-07-16 21:51:59 UTC,2024-07-16 21:52:13 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Ceratodon/Pohlia,,9,14,
474a7dfb-ac1a-48a6-80f0-761c0bb3689e,9cf9c1a3-1973-4760-afc7-26f9b54da072,9cf9c1a3-1973-4760-afc7-26f9b54da072,2,64.95894971429416,-148.24595081359928,POINT (-148.24595081359928 64.95894971429416),2024-07-16 21:52:14 UTC,2024-07-16 21:52:24 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Organic,,2,16,
7e770dac-54cd-47ed-b0e4-76dccec3acfd,9cf9c1a3-1973-4760-afc7-26f9b54da072,9cf9c1a3-1973-4760-afc7-26f9b54da072,2,64.95895088941668,-148.24595640183074,POINT (-148.24595640183074 64.95895088941668),2024-07-16 21:52:24 UTC,2024-07-16 21:52:32 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse Woody Debris,,1,17,
f50ad2c5-52cd-47ca-b833-9d73b3f94e69,9cf9c1a3-1973-4760-afc7-26f9b54da072,9cf9c1a3-1973-4760-afc7-26f9b54da072,2,64.95895153631089,-148.24595724149907,POINT (-148.24595724149907 64.95895153631089),2024-07-16 21:52:33 UTC,2024-07-16 21:52:41 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,1,18,
ec0e02fb-84f1-4b6e-9bb3-f1b3d0f8665c,9cf9c1a3-1973-4760-afc7-26f9b54da072,9cf9c1a3-1973-4760-afc7-26f9b54da072,2,64.95895179190813,-148.24595487129483,POINT (-148.24595487129483 64.95895179190813),2024-07-16 21:52:42 UTC,2024-07-16 21:52:53 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Litter,,4,22,
b5c9ae30-133a-4ebd-b85e-fd960df90a99,9cf9c1a3-1973-4760-afc7-26f9b54da072,9cf9c1a3-1973-4760-afc7-26f9b54da072,2,64.95895071666818,-148.24595086319184,POINT (-148.24595086319184 64.95895071666818),2024-07-16 21:52:58 UTC,2024-07-16 21:53:32 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Polytrichum,,78,100,
44134b24-cff1-4e4d-967a-13a3a6d9ad9a,724acfcf-b7ae-46b4-a321-498d30642ac9,724acfcf-b7ae-46b4-a321-498d30642ac9,2,64.95898033156953,-148.24590516997773,POINT (-148.24590516997773 64.95898033156953),2024-07-16 21:57:04 UTC,2024-07-16 21:57:22 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse Woody Debris,,5,5,
caf08b90-8202-4afe-83fe-30404e9f7731,724acfcf-b7ae-46b4-a321-498d30642ac9,724acfcf-b7ae-46b4-a321-498d30642ac9,2,64.95897673814812,-148.24589691181177,POINT (-148.24589691181177 64.95897673814812),2024-07-16 21:57:23 UTC,2024-07-16 21:57:31 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,4,9,
0d890b04-81c0-4233-8c16-11c2dc47ec69,724acfcf-b7ae-46b4-a321-498d30642ac9,724acfcf-b7ae-46b4-a321-498d30642ac9,2,64.95897683171805,-148.2458994541803,POINT (-148.2458994541803 64.95897683171805),2024-07-16 21:57:32 UTC,2024-07-16 21:57:42 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Litter,,3,12,
64ee476c-ea8f-4c39-bc4e-e8ed676f3e52,724acfcf-b7ae-46b4-a321-498d30642ac9,724acfcf-b7ae-46b4-a321-498d30642ac9,2,64.95897722719849,-148.24590208935945,POINT (-148.24590208935945 64.95897722719849),2024-07-16 21:57:43 UTC,2024-07-16 21:57:53 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Rock,,0.1,12.1,
ecc24dc5-bb06-4440-a4c5-f39f16a1d86c,724acfcf-b7ae-46b4-a321-498d30642ac9,724acfcf-b7ae-46b4-a321-498d30642ac9,2,64.9589772927647,-148.24590138933644,POINT (-148.24590138933644 64.9589772927647),2024-07-16 21:57:54 UTC,2024-07-16 21:58:05 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Organic,,20,32.1,
ef90048c-7a25-498c-bb8c-98062d65dc79,724acfcf-b7ae-46b4-a321-498d30642ac9,724acfcf-b7ae-46b4-a321-498d30642ac9,2,64.95897667927187,-148.2459009608493,POINT (-148.2459009608493 64.95897667927187),2024-07-16 21:58:06 UTC,2024-07-16 21:58:26 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Polytrichum,,40,72.1,
4a9cca43-dd28-4171-99a4-84198fc3774a,724acfcf-b7ae-46b4-a321-498d30642ac9,724acfcf-b7ae-46b4-a321-498d30642ac9,2,64.95897361845158,-148.24589837019357,POINT (-148.24589837019357 64.95897361845158),2024-07-16 21:58:26 UTC,2024-07-16 21:58:44 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Ceratodon/Pohlia,,27.9,100,
41dc9d87-5adb-43b7-889e-aa09e15daae9,3cb8b716-9cc1-47fe-9f2b-f08b8b1eb342,3cb8b716-9cc1-47fe-9f2b-f08b8b1eb342,2,64.95406217706073,-148.262119323689,POINT (-148.262119323689 64.95406217706073),2024-07-16 23:05:53 UTC,2024-07-16 23:06:00 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Polytrichum,,2,2,
678d5bf1-408b-46ee-be0d-4780c5237f9a,3cb8b716-9cc1-47fe-9f2b-f08b8b1eb342,3cb8b716-9cc1-47fe-9f2b-f08b8b1eb342,2,64.95406644665259,-148.26211697689746,POINT (-148.26211697689746 64.95406644665259),2024-07-16 23:06:01 UTC,2024-07-16 23:06:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,3,5,
1ff7486e-510a-4922-a34b-df4f62923a91,3cb8b716-9cc1-47fe-9f2b-f08b8b1eb342,3cb8b716-9cc1-47fe-9f2b-f08b8b1eb342,2,64.95406426006116,-148.26210223182792,POINT (-148.26210223182792 64.95406426006116),2024-07-16 23:06:22 UTC,2024-07-16 23:07:00 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse Woody Debris,,7,12,
1016a478-34b7-401a-a0fc-8ae7c8aa4e96,3cb8b716-9cc1-47fe-9f2b-f08b8b1eb342,3cb8b716-9cc1-47fe-9f2b-f08b8b1eb342,2,64.9540697819932,-148.26211078672475,POINT (-148.26211078672475 64.9540697819932),2024-07-16 23:07:11 UTC,2024-07-16 23:07:22 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Crustose Lichen,,0.1,12.1,
976d3cb4-40d6-4cb8-8b3b-53969c6e1065,3cb8b716-9cc1-47fe-9f2b-f08b8b1eb342,3cb8b716-9cc1-47fe-9f2b-f08b8b1eb342,2,64.95406381456375,-148.26211410342952,POINT (-148.26211410342952 64.95406381456375),2024-07-16 23:07:22 UTC,2024-07-16 23:07:38 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Ceratodon/Pohlia,,11,23.1,
49368c9e-6b33-41d3-a4dd-fa3e96a58051,3cb8b716-9cc1-47fe-9f2b-f08b8b1eb342,3cb8b716-9cc1-47fe-9f2b-f08b8b1eb342,2,64.954062290354,-148.262115828201,POINT (-148.262115828201 64.954062290354),2024-07-16 23:07:39 UTC,2024-07-16 23:07:59 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,,Dead moss,1,24.1,
df90b9db-b6ad-48f5-9fd1-2370ab01da75,3cb8b716-9cc1-47fe-9f2b-f08b8b1eb342,3cb8b716-9cc1-47fe-9f2b-f08b8b1eb342,2,64.95406456638136,-148.26211857428427,POINT (-148.26211857428427 64.95406456638136),2024-07-16 23:08:10 UTC,2024-07-16 23:08:38 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Organic,,20,44.1,
23b3a696-4dcc-4aa1-926a-487f6357045e,3cb8b716-9cc1-47fe-9f2b-f08b8b1eb342,3cb8b716-9cc1-47fe-9f2b-f08b8b1eb342,2,64.95406201541249,-148.26210469913372,POINT (-148.26210469913372 64.95406201541249),2024-07-16 23:08:38 UTC,2024-07-16 23:08:48 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Litter,,56,100.1,
5377e308-b2d0-472c-adfd-f9e91761ce37,5c0c9b17-ea1c-4317-a190-63ac60c8fed6,5c0c9b17-ea1c-4317-a190-63ac60c8fed6,2,64.95407041032976,-148.26206580165277,POINT (-148.26206580165277 64.95407041032976),2024-07-16 23:13:43 UTC,2024-07-16 23:13:50 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Foliose Lichen,,0.1,0.1,
ed1810e5-3f9f-4558-88f5-a3ab5e0fa223,5c0c9b17-ea1c-4317-a190-63ac60c8fed6,5c0c9b17-ea1c-4317-a190-63ac60c8fed6,2,64.95407062627496,-148.26206724227433,POINT (-148.26206724227433 64.95407062627496),2024-07-16 23:13:53 UTC,2024-07-16 23:14:14 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Rock,,8,8.1,
aa73f357-7cd9-47f9-8f97-69f32dc6f09c,5c0c9b17-ea1c-4317-a190-63ac60c8fed6,5c0c9b17-ea1c-4317-a190-63ac60c8fed6,2,64.95407113193136,-148.26206624708715,POINT (-148.26206624708715 64.95407113193136),2024-07-16 23:14:16 UTC,2024-07-16 23:14:30 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,0.1,8.2,
b6c00880-ba4a-46c1-85dc-b077cf697fc5,5c0c9b17-ea1c-4317-a190-63ac60c8fed6,5c0c9b17-ea1c-4317-a190-63ac60c8fed6,2,64.95407227695159,-148.2620632067855,POINT (-148.2620632067855 64.95407227695159),2024-07-16 23:14:32 UTC,2024-07-16 23:14:41 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse Woody Debris,,6,14.2,
e9784518-233c-40f1-ae9b-ef85780e6238,5c0c9b17-ea1c-4317-a190-63ac60c8fed6,5c0c9b17-ea1c-4317-a190-63ac60c8fed6,2,64.95407437902006,-148.26206673976787,POINT (-148.26206673976787 64.95407437902006),2024-07-16 23:14:42 UTC,2024-07-16 23:14:58 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Organic,,0.1,14.3,
faf4bd74-1c9e-484c-8d21-21efda36606c,5c0c9b17-ea1c-4317-a190-63ac60c8fed6,5c0c9b17-ea1c-4317-a190-63ac60c8fed6,2,64.95407468740629,-148.26207091794544,POINT (-148.26207091794544 64.95407468740629),2024-07-16 23:14:59 UTC,2024-07-16 23:15:16 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Litter,,5,19.3,
719f87cf-c2c2-4c9f-98c0-b50a157ac3b9,5c0c9b17-ea1c-4317-a190-63ac60c8fed6,5c0c9b17-ea1c-4317-a190-63ac60c8fed6,2,64.95407249772266,-148.26208346879508,POINT (-148.26208346879508 64.95407249772266),2024-07-16 23:15:17 UTC,2024-07-16 23:15:58 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Ceratodon/Pohlia,,55,74.3,
