fire,site,plot,unique_site_id,date,official_fire_scar,latitude,longitude,lat_NAD83,lon_NAD83,elevation,slope,aspect,moisture_class,moisture_numeric,recent_burn,second_burn,triple_burn,reburn_age_original_estimate,triple_age,std_age_max,std_age_min,std_age_avg,StdAge,reburn_class_original,Stdage_final,reburn_class_final,pre_fire_vegetation,site_notes,dens.trees,basal.area.trees,dens.shrubs,basal.area.shrubs,ForestType,prefire.trees.biomass,prefire.trees.carbon,combustion.trees.biomass,combustion.trees.carbon,postfire.trees.biomass,postfire.trees.carbon,prefire.shrubs.biomass,prefire.shrubs.carbon,combustion.shrubs.biomass,combustion.shrubs.carbon,postfire.shrubs.biomass,postfire.shrubs.carbon,prefire.snags.biomass,prefire.snags.carbon,combustion.snags.biomass,combustion.snags.carbon,postfire.snags.biomass,postfire.snags.carbon,post.cwd.carbon,pre.cwd.carbon,combustion.cwd.carbon,prefire.above,postfire.above,combustion.above,thaw_d,residualSOL_depth,burn_depth,prefireSOL_depth,residualSOL.C,SOL.C.Combusted,prefireSOL.C,totalC.combusted,prefire.carbon.total,postfire.carbon.total
BitzshitiniWien,43,C,156,7/13/2023,Bitzshitini,64.476278,-151.705187,1614544.464,110255.597,163,2,134,mesic,4,2022,1971,NA,51,NA,79,78,78.3,78.3,MID,51,MID,"Short <3 m tall black spruce stand with several larger larch, birch, and aspen mixed around site. ","Transect bearing 50. Site is on the edge of a meadow.  Gradual slope towards meadow, but at site level the topography is fairly uniform. Several live black spruce in stand. Ground is burned in patches, live feather mosses and fruticose/foliose lichens growing on unburned patches throughout site. At edge of site is stand of large deciduous trees indicating wet area.  ",12.5,0.929126027,NA,NA,PIMA,1613.6104,806.8052,712.182451,356.0912255,901.427949,450.7139745,0,0,0,0,0,0,15.13719342,7.568596711,10.85395012,5.42697506,4.283243303,2.141621651,0,0,0,814.3737967,452.8555962,361.5182006,64,15,6.2,21.2,4520.865315,1159.837157,5680.702472,1521.355358,6495.076269,4973.720911
Chitanana,30,C,143,7/9/2023,Chitanana,64.831622,-151.351287,1654785.512,125669.953,101,4,5,mesic-subhygric,5,2022,NA,NA,100,NA,91,76,84.3,84.3,LONG,84.3,LONG,Black spruce with larch occasional. ,Transect bearing 243. Site on gentle slope with small hummocks. Live aspen on ridgetops above site. Some survivorship of small spruce at site. Fairly uniform burn pattern. ,4.1,2.490890275,3.6,1.66347331,PIMA,1190.688449,595.3442244,302.7363273,151.3681637,887.9521215,443.9760607,58.09279665,29.04639833,43.84180665,21.92090333,14.25099,7.125495,0,0,0,0,0,0,0,0,0,624.3906227,451.1015557,173.289067,46.5,33.5,7.45,40.95,15821.40682,1251.262984,17072.6698,1424.552051,17697.06042,16272.50837
Chitanana,29,C,142,7/8/2023,Chitanana,64.830883,-151.342338,1654720.125,126097.615,101,6,322,mesic-subhygric,5,2022,NA,NA,100,NA,119,64,97.7,97.7,LONG,97.7,LONG,Black spruce. Larch uncommon. Possible white spruce component,Transect bearing 46. Transect runs through the tapering edge of black spruce Woodland. Open Tussock Meadow down slope. Green aspens upslope on minor ridgetop. ,1.7,14.14070123,3.2,1.760862682,PIMA,3658.85767,1829.428835,966.1147208,483.0573604,2692.742949,1346.371475,55.78515922,27.89257961,49.13107601,24.56553801,6.654083204,3.327041602,168.6616353,84.33081765,56.02712698,28.01356349,112.6345083,56.31725416,26.125,52.25,26.125,1993.902232,1432.140771,561.7614619,61.5,20.5,10.95,31.45,8350.809016,1990.346051,10341.15507,2552.107512,12335.0573,9782.949787
Chitanana,30,A,143,7/9/2023,Chitanana,64.831622,-151.351287,1654785.512,125669.953,101,4,5,mesic-subhygric,5,2022,NA,NA,100,NA,91,76,84.3,84.3,LONG,84.3,LONG,Black spruce with larch occasional. ,Transect bearing 243. Site on gentle slope with small hummocks. Live aspen on ridgetops above site. Some survivorship of small spruce at site. Fairly uniform burn pattern. ,2.7,2.223069501,3.6,0.436681379,PIMA,857.0568,428.5284,190.223282,95.11164099,666.833518,333.416759,12.32964472,6.16482236,11.06967105,5.534835524,1.259973673,0.629986836,0,0,0,0,0,0,100.4121367,177.6485468,77.23641008,612.3417691,434.4588825,177.8828866,35.5,28.25,5.7,33.95,12973.72957,909.7520348,13883.48161,1087.634921,14495.82337,13408.18845
Chitanana,30,B,143,7/9/2023,Chitanana,64.831622,-151.351287,1654785.512,125669.953,101,4,5,mesic-subhygric,5,2022,NA,NA,100,NA,91,76,84.3,84.3,LONG,84.3,LONG,Black spruce with larch occasional. ,Transect bearing 243. Site on gentle slope with small hummocks. Live aspen on ridgetops above site. Some survivorship of small spruce at site. Fairly uniform burn pattern. ,3.55,1.906554042,8.3,2.203827246,PIMA,1002.006,501.003,232.3137157,116.1568578,769.6922843,384.8461422,60.37419679,30.18709839,41.10872336,20.55436168,19.26547343,9.632736713,0,0,0,0,0,0,0,0,0,531.1900984,394.4788789,136.7112195,40.5,29,6.2,35.2,13375.58297,1003.676415,14379.25939,1140.387634,14910.44949,13770.06185
Chitanana,29,A,142,7/8/2023,Chitanana,64.830883,-151.342338,1654720.125,126097.615,101,6,322,mesic-subhygric,5,2022,NA,NA,100,NA,119,64,97.7,97.7,LONG,97.7,LONG,Black spruce. Larch uncommon. Possible white spruce component,Transect bearing 46. Transect runs through the tapering edge of black spruce Woodland. Open Tussock Meadow down slope. Green aspens upslope on minor ridgetop. ,2.65,1.123904772,8.8,3.846880204,PIMA,561.6113842,280.8056921,187.7560463,93.87802317,373.8553379,186.927669,131.7300368,65.86501842,90.7543349,45.37716745,40.97570194,20.48785097,0,0,0,0,0,0,0,0,0,346.6707105,207.41552,139.2551906,39.5,22.5,12.45,34.95,9306.683067,2324.606416,11631.28948,2463.861607,11977.96019,9514.098587
Chitanana,29,B,142,7/8/2023,Chitanana,64.830883,-151.342338,1654720.125,126097.615,101,6,322,mesic-subhygric,5,2022,NA,NA,100,NA,119,64,97.7,97.7,LONG,97.7,LONG,Black spruce. Larch uncommon. Possible white spruce component,Transect bearing 46. Transect runs through the tapering edge of black spruce Woodland. Open Tussock Meadow down slope. Green aspens upslope on minor ridgetop. ,1.55,9.144783516,10,3.974114707,PIMA,2416.808466,1208.404233,553.64254,276.82127,1863.165926,931.5829632,151.9309209,75.96546043,127.169644,63.58482201,24.76127684,12.38063842,211.1422045,105.5711022,86.80647547,43.40323773,124.335729,62.1678645,10.0497635,13.39968466,3.349921166,1403.34048,1016.18123,387.1592509,44,22.75,6.95,29.7,9427.17794,1150.877437,10578.05538,1538.036688,11981.39586,10443.35917
Chitanana,31,A,144,7/9/2023,Chitanana,64.830901,-151.348719,1654710.029,125794.938,102,6,349,subhygric,6,2022,NA,NA,100,NA,86,77,82,82,LONG,82,LONG,Large birch and spruce,Transect bearing 260. Stand of mature birch and white spruce that has charring below 3m. Nearly all trees are fallen - many post fire. Live trees still persist at site. Standing and gently running water present across transect. Uniform burn pattern witching transect. ,1.35,47.74199816,0.5,22.08932335,MIXED.DEC,21213.21457,10606.60728,1245.572,622.7860002,19967.64257,9983.821285,1513.168748,756.5843739,1513.168748,756.5843739,0,0,0,0,0,0,0,0,0,0,0,11363.19165,9983.821285,1379.370374,63.5,8.5,8.45,16.95,3052.452881,3361.130706,6413.583587,4740.501081,17776.77524,13036.27417
Chitanana,31,B,144,7/9/2023,Chitanana,64.830901,-151.348719,1654710.029,125794.938,102,6,349,subhygric,6,2022,NA,NA,100,NA,86,77,82,82,LONG,82,LONG,Large birch and spruce,Transect bearing 260. Stand of mature birch and white spruce that has charring below 3m. Nearly all trees are fallen - many post fire. Live trees still persist at site. Standing and gently running water present across transect. Uniform burn pattern witching transect. ,0.55,67.66362257,0.3,16.06217784,MIXED,30415.45747,15207.72874,1504.053695,752.0268476,28911.40378,14455.70189,1146.400806,573.2004029,315.3978694,157.6989347,831.0029363,415.5014681,6541.425048,3270.712524,254.6918668,127.3459334,6286.733182,3143.366591,0,0,0,19051.64167,18014.56995,1037.071716,80,1,12.34935515,13.34935515,507.5091462,4912.165302,5419.674448,5949.237018,24471.31611,18522.0791
Chitanana,31,C,144,7/9/2023,Chitanana,64.830901,-151.348719,1654710.029,125794.938,102,6,349,subhygric,6,2022,NA,NA,100,NA,86,77,82,82,LONG,82,LONG,Large birch and spruce,Transect bearing 260. Stand of mature birch and white spruce that has charring below 3m. Nearly all trees are fallen - many post fire. Live trees still persist at site. Standing and gently running water present across transect. Uniform burn pattern witching transect. ,0.35,64.33274896,0.2,20.77378142,MIXED,26697.00688,13348.50344,1514.70441,757.3522052,25182.30247,12591.15124,1583.613127,791.8065636,1306.755355,653.3776776,276.8577721,138.428886,0,0,0,0,0,0,0,0,0,14140.31,12729.58013,1410.729883,72,0.75,12.45,13.2,402.6727342,4952.198497,5354.871231,6362.928379,19495.18123,13132.25286
Chitanana,32,A,145,7/9/2023,Chitanana,64.83542,-151.445774,1655033.151,121172.92,77,1,316,mesic-subhygric,5,2022,NA,NA,100,NA,126,82,99,99,LONG,99,LONG,Black spruce and larch. ,Trans bearing 195. Site located at a low point on the landscape. Two bogs are near the site and have standing water visible. Burn pattern was patchy and incomplete. Unburned aspen and white spruce visible outside of site. ,0.75,0.005890486,0.9,0.320442451,PIMA,23.7897,11.89485,7.779141417,3.889570709,16.01055858,8.005279291,7.865836102,3.932918051,3.948846418,1.974423209,3.916989684,1.958494842,0,0,0,0,0,0,0,0,0,15.82776805,9.963774133,5.863993918,38,33.25,7.325,40.575,10333.24095,1231.187494,11564.42844,1237.051488,11580.25621,10343.20472
Chitanana,32,B,145,7/9/2023,Chitanana,64.83542,-151.445774,1655033.151,121172.92,77,1,316,mesic-subhygric,5,2022,NA,NA,100,NA,126,82,99,99,LONG,99,LONG,Black spruce and larch. ,Trans bearing 195. Site located at a low point on the landscape. Two bogs are near the site and have standing water visible. Burn pattern was patchy and incomplete. Unburned aspen and white spruce visible outside of site. ,1.6,0.941692398,0.5,0.035342917,PIMA,529.5159642,264.7579821,191.5362327,95.76811637,337.9797314,168.9898657,0.650863867,0.325431934,0.650863867,0.325431934,0,0,0,0,0,0,0,0,10.05,13.4,3.35,278.483414,179.0398657,99.4435483,33.5,34.375,6.2,40.575,10741.38388,1032.60162,11773.9855,1132.045168,12052.46891,10920.42374
Chitanana,32,C,145,7/9/2023,Chitanana,64.83542,-151.445774,1655033.151,121172.92,77,1,316,mesic-subhygric,5,2022,NA,NA,100,NA,126,82,99,99,LONG,99,LONG,Black spruce and larch. ,Trans bearing 195. Site located at a low point on the landscape. Two bogs are near the site and have standing water visible. Burn pattern was patchy and incomplete. Unburned aspen and white spruce visible outside of site. ,1.15,3.559031777,3.7,0.973108324,PIMA,919.7433128,459.8716564,259.1145072,129.5572536,660.6288056,330.3144028,21.90458432,10.95229216,21.62367598,10.81183799,0.280908344,0.140454172,0,0,0,0,0,0,0,0,0,470.8239486,330.454857,140.3690916,42.5,30.5,6.95,37.45,9345.213151,1159.726901,10504.94005,1300.095993,10975.764,9675.668008
Chitanana,33,A,146,7/9/2023,Chitanana,64.834231,-151.442154,1654907.259,121349.674,77,0,0,mesic-subhygric,5,2022,NA,NA,100,NA,75,60,67,67,LONG,67,MID,Black spruce occasional larch. ,Trans bearing 0. Patchy burn pattern at site. Located 30m away from river to SE. no notable topography at site level. Last plot of a long day. ,0.1,0.8552986,12.5,3.645032876,PIMA,234.0773,117.03865,56.42618081,28.2130904,177.6511192,88.8255596,79.19817307,39.59908654,76.37750484,38.18875242,2.820668239,1.410334119,0,0,0,0,0,0,0,0,0,156.6377365,90.23589372,66.40184282,36,32.5,7.7,40.2,11906.23507,1307.908838,13214.1439,1374.310681,13370.78164,11996.47096
Chitanana,33,B,146,7/9/2023,Chitanana,64.834231,-151.442154,1654907.259,121349.674,77,0,0,mesic-subhygric,5,2022,NA,NA,100,NA,75,60,67,67,LONG,67,MID,Black spruce occasional larch. ,Trans bearing 0. Patchy burn pattern at site. Located 30m away from river to SE. no notable topography at site level. Last plot of a long day. ,0.55,1.775392548,6.8,2.395464398,MIXED,630.464869,315.2324345,127.2136904,63.6068452,503.2511786,251.6255893,48.98429176,24.49214588,30.29517227,15.14758614,18.68911949,9.344559743,0,0,0,0,0,0,0,0,0,339.7245804,260.970149,78.75443134,44,35.75,9.7,45.45,13512.26409,3858.339391,17370.60348,3937.093822,17710.32806,13773.23424
Chitanana,33,C,146,7/9/2023,Chitanana,64.834231,-151.442154,1654907.259,121349.674,77,0,0,mesic-subhygric,5,2022,NA,NA,100,NA,75,60,67,67,LONG,67,MID,Black spruce occasional larch. ,Trans bearing 0. Patchy burn pattern at site. Located 30m away from river to SE. no notable topography at site level. Last plot of a long day. ,0.55,0.00431969,6.3,2.077378142,BENE,9.237824064,4.618912032,1.024799423,0.512399712,8.21302464,4.10651232,63.2185803,31.60929015,40.46542292,20.23271146,22.75315738,11.37657869,0,0,0,0,0,0,0,0,0,36.22820218,15.48309101,20.74511117,44,33.75,9.7,43.45,5776.065169,3822.677842,9598.743011,3843.422953,9634.971213,5791.54826
ChitananaMooseheart,34,B,147,7/10/2023,Chitanana,64.851141,-151.454633,1656768.948,120685.673,76,0,0,mesic,4,2022,2007,NA,15,NA,16,15,15.5,15.5,SHORT,15,SHORT,Birch and willow. Moderate to large tussocks. ,Transect bearing 5. Very open plain at site level. Minor topography in the far distance with unburned aspen stands visible. Moderate to large tussocks at site. Uniform burn pattern throughout. ,0.4,0.003141593,15.7,2.239170164,BENE,14.29225914,7.146129568,0.841519767,0.420759883,13.45073937,6.725369685,77.00896408,38.50448204,51.65082225,25.82541112,25.35814183,12.67907092,0,0,0,0,0,0,0,0,0,45.65061161,19.40444061,26.246171,54.5,32,0,32,5550.491536,0,5550.491536,26.246171,5596.142147,5569.895976
ChitananaMooseheart,34,C,147,7/10/2023,Chitanana,64.851141,-151.454633,1656768.948,120685.673,76,0,0,mesic,4,2022,2007,NA,15,NA,16,15,15.5,15.5,SHORT,15,SHORT,Birch and willow. Moderate to large tussocks. ,Transect bearing 5. Very open plain at site level. Minor topography in the far distance with unburned aspen stands visible. Moderate to large tussocks at site. Uniform burn pattern throughout. ,0.05,0.000392699,23.2,14.7513483,BENE,0,0,0,0,0,0,554.1235651,277.0617826,362.0061547,181.0030774,192.1174104,96.0587052,0,0,0,0,0,0,0,0,0,277.0617826,96.0587052,181.0030774,66.5,40,0,43,6581.685287,0,6581.685287,181.0030774,6858.747069,6677.743992
ChitananaMooseheart,35,A,148,7/10/2023,Chitanana,64.852442,-151.456139,1656911.193,120608.747,76,0,0,mesic,4,2022,2007,NA,15,NA,18,18,18,18,SHORT,15,SHORT,"Birch, alder, willow","Trans bearing ?Site located on large flat plain. No topography features, although site has less surface water than the area due north. Even burn pattern throughout site. ",0.15,0.629103929,13.5,3.805254102,PIMA,170.01,85.005,66.79042572,33.39521286,103.2195743,51.60978714,103.3764572,51.68822858,71.19582332,35.59791166,32.18063384,16.09031692,0,0,0,0,0,0,3.343742217,13.37496887,10.03122665,150.0681974,71.04384628,79.02435117,78,21,12.38578106,33.38578106,8721.43366,2307.315539,11028.7492,2386.33989,11178.8174,8792.477506
ChitananaMooseheart,38,C,151,7/12/2023,Chitanana,64.811182,-151.44364,1652335.918,121378.133,107,34,320,subxeric,2,2022,2007,NA,15,NA,53,12,26.3,26.3,SHORT,15,SHORT,"Birch, black spruce, possible white spruce. ",Trans bearing 290. Site on the steep downslope draining in low flat area below. Multiple small drainages at site level. Uniform burn pattern. Unburned birch trees on 3 sides. Some live standing conifers at transect end. ,0.5,27.42688926,NA,NA,MIXED.CON,8884.721245,4442.360622,1624.310261,812.1551304,7260.410984,3630.205492,0,0,0,0,0,0,283.3125045,141.6562523,70.82812613,35.41406306,212.4843784,106.2421892,170.7203522,406.6314086,235.9110565,4990.648283,3907.168033,1083.48025,56.5,19.625,7.7,27.325,7534.06868,3062.805496,10596.87418,4146.285746,15587.52246,11441.23671
ChitananaMooseheart,34,A,147,7/10/2023,Chitanana,64.851141,-151.454633,1656768.948,120685.673,76,0,0,mesic,4,2022,2007,NA,15,NA,16,15,15.5,15.5,SHORT,15,SHORT,Birch and willow. Moderate to large tussocks. ,Transect bearing 5. Very open plain at site level. Minor topography in the far distance with unburned aspen stands visible. Moderate to large tussocks at site. Uniform burn pattern throughout. ,0.05,0.000392699,14.1,3.131382477,BENE,0,0,0,0,0,0,87.56983656,43.78491828,56.42080307,28.21040153,31.14903349,15.57451675,0,0,0,0,0,0,0,0,0,43.78491828,15.57451675,28.21040153,50.5,28.5,0,30.25,5099.34427,0,5099.34427,28.21040153,5143.129188,5114.918786
ChitananaMooseheart,35,C,148,7/10/2023,Chitanana,64.852442,-151.456139,1656911.193,120608.747,76,0,0,mesic,4,2022,2007,NA,15,NA,18,18,18,18,SHORT,15,SHORT,"Birch, alder, willow","Trans bearing ?Site located on large flat plain. No topography features, although site has less surface water than the area due north. Even burn pattern throughout site. ",0.1,0.000785398,3.3,0.573340659,BENE,14.72290601,7.361453003,1.279056213,0.639528107,13.44384979,6.721924897,13.12388332,6.561941662,6.132045658,3.066022829,6.991837666,3.495918833,0,0,0,0,0,0,26.125,52.25,26.125,66.17339467,36.34284373,29.83055094,74.5,32,2.57864323,36.28932161,5550.491536,1016.218798,6566.710333,1046.049349,6632.883728,5586.834379
ChitananaMooseheart,36,A,149,7/10/2023,Chitanana,64.85146,-150.458963,1656796.635,120479.111,77,2,50,mesic,4,2022,2007,NA,15,NA,25,15,20.7,20.7,SHORT,15,SHORT,"Larch, birch and willow",Trans bearing 324. Most elevated plot of the day. Located on a small but discernible slope. Standing dead larch at site. Small and widely spaced tussocks. Even burn pattern. ,0.05,0.066366145,21.7,8.417112117,PIMA,10.0724,5.0362,5.021618024,2.510809012,5.050781976,2.525390988,230.6849637,115.3424819,198.8255239,99.41276196,31.85943982,15.92971991,259.6626596,129.8313298,64.9156649,32.45783245,194.7469947,97.37349736,0,0,0,250.2100117,115.8286083,134.3814034,60,25,0,25.5,8782.213665,0,8782.213665,134.3814034,9032.423677,8898.042274
ChitananaMooseheart,36,B,149,7/10/2023,Chitanana,64.85146,-150.458963,1656796.635,120479.111,77,2,50,mesic,4,2022,2007,NA,15,NA,25,15,20.7,20.7,SHORT,15,SHORT,"Larch, birch and willow",Trans bearing 324. Most elevated plot of the day. Located on a small but discernible slope. Standing dead larch at site. Small and widely spaced tussocks. Even burn pattern. ,0.6,0.650702378,10.7,5.685497305,PIMA,133.1486,66.5743,46.52850061,23.2642503,86.62009939,43.3100497,160.7349523,80.36747615,152.4437899,76.22189494,8.291162431,4.145581216,0,0,0,0,0,0,0,0,0,146.9417762,47.45563092,99.48614524,92,21,3.510858597,24.7554293,7168.878132,505.6709724,7674.549104,605.1571176,7821.490881,7216.333763
ChitananaMooseheart,35,B,148,7/10/2023,Chitanana,64.852442,-151.456139,1656911.193,120608.747,76,0,0,mesic,4,2022,2007,NA,15,NA,18,18,18,18,SHORT,15,SHORT,"Birch, alder, willow","Trans bearing ?Site located on large flat plain. No topography features, although site has less surface water than the area due north. Even burn pattern throughout site. ",0.1,0.000785398,13,3.177720969,PIMA,91.23755831,45.61877915,48.37898112,24.18949056,42.85857719,21.42928859,64.97612497,32.48806248,64.61454111,32.30727055,0.36158386,0.18079193,84.43434827,42.21717414,21.10858707,10.55429353,63.3257612,31.6628806,0,0,0,120.3240158,53.27296112,67.05105464,75,29,5.57864323,34.57864323,12699.35334,883.1293578,13582.48269,950.1804124,13702.80671,12752.6263
ChitananaMooseheart,37,A,150,7/12/2023,Chitanana,64.808766,-151.447426,1652059.754,121208.813,117,4,300,subxeric,2,2022,2007,NA,15,NA,12,10,11,11,SHORT,15,SHORT,Black spruce and willow,"Transect bearing 15. Located on a minor ridgetop, with slope increasing as it rolls down to major drainage below. Uniform burn pattern. Possibly mesic-subxeric",0.35,10.4359781,5.4,6.453616709,PIMA,3097.243633,1548.621816,1088.05108,544.0255402,2009.192552,1004.596276,306.372947,153.1864735,184.1947501,92.09737506,122.1781969,61.08909843,0,0,0,0,0,0,6.7,13.4,6.7,1715.20829,1072.385374,642.8229153,NA,9.375,12.825,22.2,3664.298042,2407.56345,6071.861491,3050.386365,7787.069781,4736.683416
ChitananaMooseheart,37,B,150,7/12/2023,Chitanana,64.808766,-151.447426,1652059.754,121208.813,117,4,300,subxeric,2,2022,2007,NA,15,NA,12,10,11,11,SHORT,15,SHORT,Black spruce and willow,"Transect bearing 15. Located on a minor ridgetop, with slope increasing as it rolls down to major drainage below. Uniform burn pattern. Possibly mesic-subxeric",0.95,0.214806398,4,7.095287008,PIMA,1362.79686,681.3984301,814.5259771,407.2629886,548.2708831,274.1354415,362.8840287,181.4420143,362.4284817,181.2142408,0.455546985,0.227773493,0,0,0,0,0,0,34.69933701,138.797348,104.098011,1001.637792,309.062552,692.5752404,NA,9.375,13.7,23.075,3664.298042,2605.630348,6269.92839,3298.205588,7271.566182,3973.360594
ChitananaMooseheart,37,C,150,7/12/2023,Chitanana,64.808766,-151.447426,1652059.754,121208.813,117,4,300,subxeric,2,2022,2007,NA,15,NA,12,10,11,11,SHORT,15,SHORT,Black spruce and willow,"Transect bearing 15. Located on a minor ridgetop, with slope increasing as it rolls down to major drainage below. Uniform burn pattern. Possibly mesic-subxeric",1.2,0.295309709,4.2,8.399833358,PIMA,2083.64417,1041.822085,1222.584991,611.2924953,861.0591794,430.5295897,447.6999589,223.8499795,342.7477606,171.3738803,104.9521984,52.47609919,0,0,0,0,0,0,103.7733078,240.3710691,136.5977614,1506.043134,586.7789966,919.264137,NA,14.5,16.325,30.825,6088.121663,3220.247102,9308.368764,4139.511239,10814.4119,6674.900659
ChitananaMooseheart,36,C,149,7/10/2023,Chitanana,64.85146,-150.458963,1656796.635,120479.111,77,2,50,mesic,4,2022,2007,NA,15,NA,25,15,20.7,20.7,SHORT,15,SHORT,"Larch, birch and willow",Trans bearing 324. Most elevated plot of the day. Located on a small but discernible slope. Standing dead larch at site. Small and widely spaced tussocks. Even burn pattern. ,0.25,0.001963495,23.9,5.800950835,MIXED.CON,61.31979093,30.65989546,27.34825421,13.6741271,33.97153672,16.98576836,151.8410542,75.92052709,128.2756919,64.13784596,23.56536225,11.78268112,122.8594958,61.42974791,0,0,122.8594958,61.42974791,0,0,0,168.0101705,90.19819739,77.81197306,74,25,0,26.5,9004.298377,0,9004.298377,77.81197306,9172.308547,9094.496574
ChitananaMooseheart,38,B,151,7/12/2023,Chitanana,64.811182,-151.44364,1652335.918,121378.133,107,34,320,subxeric,2,2022,2007,NA,15,NA,53,12,26.3,26.3,SHORT,15,SHORT,"Birch, black spruce, possible white spruce. ",Trans bearing 290. Site on the steep downslope draining in low flat area below. Multiple small drainages at site level. Uniform burn pattern. Unburned birch trees on 3 sides. Some live standing conifers at transect end. ,0.8,0.006283185,NA,NA,MIXED.CON,1480.963413,740.4817064,568.6711766,284.3355883,912.2922361,456.1461181,0,0,0,0,0,0,0,0,0,0,0,0,132.8868283,399.3835268,266.4966985,1139.865233,589.0329464,550.8322868,97,6.25,15.95,22.2,1925.320637,6344.382813,8269.70345,6895.2151,9409.568683,2514.353584
ChitananaMooseheart,38,A,151,7/12/2023,Chitanana,64.811182,-151.44364,1652335.918,121378.133,107,34,320,subxeric,2,2022,2007,NA,15,NA,53,12,26.3,26.3,SHORT,15,SHORT,"Birch, black spruce, possible white spruce. ",Trans bearing 290. Site on the steep downslope draining in low flat area below. Multiple small drainages at site level. Uniform burn pattern. Unburned birch trees on 3 sides. Some live standing conifers at transect end. ,0.35,4.175962035,NA,NA,MIXED,2899.251116,1449.625558,914.2663132,457.1331566,1984.984802,992.4924012,0,0,0,0,0,0,886.6837392,443.3418696,665.0128044,332.5064022,221.6709348,110.8354674,998.3053052,1625.310364,627.0050586,3518.277791,2101.633174,1416.644617,51,9,8.2,17.2,3862.27433,3261.68897,7123.9633,4678.333587,10642.24109,5963.907504
Douglas,14,B,127,6/26/2023,Douglas,66.917751,-150.435921,1888662.679,156609.337,393,3,161,mesic,4,2022,NA,NA,100,NA,112,109,110,110,LONG,110,LONG,Black spruce,Site is directly below a 5m rise to the north. Variable sol burn depths and frozen soil depths. Transect bearing 255. ,1.6,3.978041698,0.3,0.084823002,PIMA,1054.4773,527.23865,505.0766326,252.5383163,549.4006674,274.7003337,2.178082717,1.089041359,1.785626585,0.892813293,0.392456132,0.196228066,0,0,0,0,0,0,0,0,0,528.3276914,274.8965618,253.4311296,20,17,12.95,29.95,3803.226701,2494.90929,6298.135991,2748.34042,6826.463682,4078.123263
Douglas,14,C,127,6/26/2023,Douglas,66.917751,-150.435921,1888662.679,156609.337,393,3,161,mesic,4,2022,NA,NA,100,NA,112,109,110,110,LONG,110,LONG,Black spruce,Site is directly below a 5m rise to the north. Variable sol burn depths and frozen soil depths. Transect bearing 255. ,2.45,2.223069501,NA,NA,PIMA,772.02825,386.014125,347.5421709,173.7710854,424.4860791,212.2430396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.014125,212.2430396,173.7710854,37,29.375,19.7,49.075,7189.182169,4037.267818,11226.44999,4211.038904,11612.46411,7401.425208
Douglas,14,A,127,6/26/2023,Douglas,66.917751,-150.435921,1888662.679,156609.337,393,3,161,mesic,4,2022,NA,NA,100,NA,112,109,110,110,LONG,110,LONG,Black spruce,Site is directly below a 5m rise to the north. Variable sol burn depths and frozen soil depths. Transect bearing 255. ,1.4,6.671172,0.9,0.287455728,PIMA,1780.4616,890.2308,810.9553504,405.4776752,969.5062496,484.7531248,7.953391279,3.97669564,6.189526304,3.094763152,1.763864975,0.881932487,0,0,0,0,0,0,0,0,0,894.2074956,485.6350573,408.5724384,65,9.25,12.075,21.325,2104.292466,2661.924021,4766.216487,3070.496459,5660.423983,2589.927524
Douglas,18,A,131,6/27/2023,Douglas,66.898437,-150.519309,1886326.862,153060.918,374,0,0,mesic,4,2022,NA,NA,100,NA,120,89,106,106,LONG,106,LONG,Black spruce. ,Transect bearing 0. Large sphagnum bogs with surface water present around the site ~1m below transect elevation. Uniform burn severity at site level. Ericaceous shrub layer was dominant pre fire. Could be mesic subhydric because of bogs near site,1.05,3.34854507,0.2,0.039269908,PIMA,996.39095,498.195475,272.5616327,136.2808164,723.8293173,361.9146586,0.916579344,0.458289672,0.916579344,0.458289672,0,0,0,0,0,0,0,0,0,0,0,498.6537647,361.9146586,136.7391061,25.5,32.5,3.2,35.7,8125.108964,452.2600522,8577.369016,588.9991583,9076.02278,8487.023622
Douglas,18,B,131,6/27/2023,Douglas,66.898437,-150.519309,1886326.862,153060.918,374,0,0,mesic,4,2022,NA,NA,100,NA,120,89,106,106,LONG,106,LONG,Black spruce. ,Transect bearing 0. Large sphagnum bogs with surface water present around the site ~1m below transect elevation. Uniform burn severity at site level. Ericaceous shrub layer was dominant pre fire. Could be mesic subhydric because of bogs near site,1.25,1.230718922,0.1,0.03848451,PIMA,513.9755,256.98775,136.5717335,68.28586675,377.4037665,188.7018833,1.078266252,0.539133126,0.890046894,0.445023447,0.188219358,0.094109679,0,0,0,0,0,0,0,0,0,257.5268831,188.795993,68.7308902,26.5,28.5,5.575,34.075,6973.100355,902.5653595,7875.665715,971.2962497,8133.192598,7161.896348
